3900.0 122.029 7.83621
3901.4 122.394 7.56029
3902.8 129.461 7.73512
3904.2 139.861 8.08095
3905.6 132.118 7.75946
3907.0 144.073 7.94539
3908.4 143.108 8.39548
3909.8 147.088 8.55320
3911.2 153.051 8.59184
3912.6 158.297 8.41742
3914.0 145.751 8.18871
3915.4 147.229 7.87680
3916.8 156.183 8.27961
3918.2 154.423 8.19550
3919.6 156.909 8.25111
3921.0 150.446 8.02948
3922.4 149.413 8.05376
3923.8 146.426 8.00671
3925.2 159.674 8.74880
3926.6 157.129 8.77450
3928.0 157.040 8.79200
3929.4 150.615 8.18694
3930.8 142.994 7.69660
3932.2 128.724 7.16795
3933.6 87.459 5.80791
3935.0 60.649 4.88187
3936.4 92.810 5.82885
3937.8 143.655 7.54267
3939.2 145.076 8.23443
3940.6 150.792 8.26647
3942.0 152.484 7.87039
3943.4 152.575 7.89228
3944.8 143.585 7.80252
3946.2 153.615 8.18351
3947.6 150.896 7.96841
3949.0 159.188 8.00206
3950.4 148.613 7.51962
3951.8 149.331 7.75486
3953.2 140.129 7.93009
3954.6 143.597 7.76782
3956.0 149.818 7.78598
3957.4 136.642 7.39292
3958.8 128.237 6.95217
3960.2 128.960 7.20597
3961.6 131.598 7.22221
3963.0 113.639 6.77368
3964.4 110.709 6.60314
3965.8 115.425 6.42440
3967.2 97.339 5.75855
3968.6 62.838 4.61217
3970.0 39.724 3.74663
3971.4 38.944 3.94451
3972.8 62.126 5.04600
3974.2 87.532 5.80809
3975.6 95.388 6.26908
3977.0 113.950 6.78044
3978.4 120.246 7.13547
3979.8 121.538 7.11068
3981.2 128.865 7.10533
3982.6 129.315 7.14120
3984.0 135.033 7.22298
3985.4 133.383 7.28179
3986.8 140.543 7.36023
3988.2 139.772 7.25376
3989.6 144.476 7.38895
3991.0 143.189 7.45914
3992.4 144.283 7.59761
3993.8 145.345 7.66502
3995.2 151.391 7.88831
3996.6 151.098 7.63174
3998.0 144.476 7.32118
3999.4 144.635 7.33154
4000.8 152.095 7.96908
4002.2 155.273 7.74909
4003.6 151.477 7.50335
4005.0 146.711 7.36350
4006.4 152.290 7.51540
4007.8 141.338 7.45687
4009.2 148.208 7.43886
4010.6 153.629 7.56187
4012.0 148.998 7.69852
4013.4 154.751 7.57084
4014.8 147.621 7.64563
4016.2 155.018 7.64937
4017.6 151.584 7.68786
4019.0 153.868 7.76381
4020.4 156.938 7.74192
4021.8 158.369 7.68671
4023.2 146.321 7.24264
4024.6 154.831 7.89196
4026.0 152.489 7.84860
4027.4 151.816 7.88149
4028.8 152.680 7.54195
4030.2 155.849 7.52660
4031.6 148.737 7.63988
4033.0 148.820 7.47912
4034.4 145.059 7.27956
4035.8 153.952 7.55136
4037.2 152.754 7.60519
4038.6 158.523 7.69607
4040.0 154.635 7.63207
4041.4 151.617 7.27837
4042.8 152.121 7.48511
4044.2 156.923 7.55684
4045.6 148.607 7.51874
4047.0 139.988 7.41267
4048.4 142.793 7.26123
4049.8 149.836 7.46697
4051.2 155.232 7.54134
4052.6 148.183 7.70602
4054.0 157.005 7.73984
4055.4 153.029 7.81939
4056.8 155.593 7.82958
4058.2 153.813 7.70658
4059.6 150.058 7.10618
4061.0 142.405 7.08260
4062.4 161.663 7.85604
4063.8 143.990 7.26569
4065.2 141.428 6.96361
4066.6 149.887 7.39084
4068.0 152.562 7.41304
4069.4 143.944 7.07974
4070.8 155.800 7.49647
4072.2 143.103 7.40851
4073.6 138.533 7.19024
4075.0 159.148 7.57291
4076.4 147.454 7.59323
4077.8 145.667 7.10085
4079.2 132.187 6.72728
4080.6 138.633 6.96229
4082.0 146.361 7.08778
4083.4 140.682 6.95778
4084.8 140.949 6.83601
4086.2 137.379 6.96677
4087.6 137.204 6.93427
4089.0 132.175 6.66184
4090.4 134.262 6.61942
4091.8 121.889 6.63485
4093.2 131.574 6.79423
4094.6 126.137 6.72130
4096.0 117.629 6.18213
4097.4 108.832 6.04667
4098.8 104.573 5.62254
4100.2 95.271 5.26962
4101.6 68.663 4.59366
4103.0 54.939 4.16269
4104.4 58.501 4.52004
4105.8 84.082 5.40535
4107.2 99.280 5.79529
4108.6 108.631 6.00639
4110.0 113.993 6.38189
4111.4 119.644 6.38438
4112.8 125.770 6.51479
4114.2 127.985 6.30169
4115.6 128.107 6.42265
4117.0 133.909 6.66962
4118.4 136.840 6.70730
4119.8 137.406 6.79822
4121.2 141.298 6.73403
4122.6 138.106 6.86329
4124.0 143.387 6.89852
4125.4 136.869 6.84956
4126.8 141.729 6.78315
4128.2 141.592 6.85955
4129.6 147.926 6.89563
4131.0 136.226 6.98153
4132.4 146.212 7.02828
4133.8 139.542 6.80027
4135.2 143.167 6.90923
4136.6 138.138 6.84298
4138.0 148.337 7.05285
