ang flux
3900.20818854996 0.9303908944129944
3901.6082632843113 1.002416729927063
3903.0083380186625 0.9549343585968018
3904.408412753014 0.9100539088249207
3905.8084874873653 0.9077125191688538
3907.2085622217164 0.9340723752975464
3908.6086369560676 1.002339482307434
3910.008711690419 1.0328195095062256
3911.4087864247704 1.053231120109558
3912.8088611591215 0.9961641430854797
3914.2089358934727 0.9430374503135681
3915.6090106278243 0.9626754522323608
3917.0090853621755 0.931788980960846
3918.4091600965266 0.9217482209205627
3919.809234830878 0.885277509689331
3921.209309565229 0.9101806879043579
3922.6093842995806 0.9842501282691956
3924.0094590339318 0.972506582736969
3925.409533768283 0.9194906949996948
3926.809608502634 0.8478506803512573
3928.2096832369857 0.7202907204627991
3929.609757971337 0.5497069954872131
3931.009832705688 0.3840106129646301
3932.409907440039 0.25131145119667053
3933.809982174391 0.20350679755210876
3935.210056908742 0.299969881772995
3936.610131643093 0.45709672570228577
3938.0102063774443 0.6167697906494141
3939.4102811117955 0.7623499035835266
3940.810355846147 0.814952552318573
3942.2104305804983 0.8174655437469482
3943.6105053148494 0.8249163627624512
3945.0105800492006 0.8717688918113708
3946.410654783552 0.8946442604064941
3947.8107295179034 0.8414257764816284
3949.2108042522545 0.852776825428009
3950.6108789866057 0.8610743284225464
3952.0109537209573 0.8405505418777466
3953.4110284553085 0.8669588565826416
3954.8111031896597 0.9067941904067993
3956.211177924011 0.8312567472457886
3957.611252658362 0.8389038443565369
3959.0113273927136 0.8864381909370422
3960.411402127065 0.8508195281028748
3961.811476861416 0.7484400272369385
3963.211551595767 0.668916642665863
3964.6116263301187 0.5787376165390015
3966.01170106447 0.43704691529273987
3967.411775798821 0.2825578451156616
3968.811850533172 0.21312732994556427
3970.211925267524 0.2808355689048767
3971.612000001875 0.4279765486717224
3973.012074736226 0.5569141507148743
3974.4121494705773 0.64396733045578
3975.8122242049285 0.7059998512268066
3977.21229893928 0.7780221104621887
3978.6123736736313 0.8601898550987244
3980.0124484079824 0.8891561627388
3981.4125231423336 0.8573789596557617
