ang flux
3898.79037680244 3188.1064453125
3900.189942578728 3038.113037109375
3901.589508355016 3188.27783203125
3902.989074131304 3437.62939453125
3904.388639907592 3387.10595703125
3905.7882056838803 3297.856201171875
3907.1877714601683 3390.11328125
3908.5873372364563 3626.755126953125
3909.9869030127443 3795.069091796875
3911.3864687890323 3769.276123046875
3912.7860345653203 3593.6708984375
3914.1856003416083 3431.0634765625
3915.5851661178963 3597.282958984375
3916.9847318941843 3680.844970703125
3918.3842976704727 3581.817626953125
3919.7838634467607 3549.853759765625
3921.1834292230487 3596.46875
3922.5829949993367 3585.43115234375
3923.9825607756247 3660.060546875
3925.3821265519127 3690.952392578125
3926.7816923282007 3562.16357421875
3928.1812581044887 3370.02734375
3929.5808238807767 3184.868408203125
3930.980389657065 2842.649169921875
3932.379955433353 2021.7532958984375
3933.779521209641 1307.4228515625
3935.179086985929 1561.7294921875
3936.578652762217 2587.04248046875
3937.978218538505 3204.8505859375
3939.377784314793 3443.502685546875
3940.777350091081 3591.233642578125
3942.176915867369 3614.214599609375
3943.5764816436576 3458.861328125
3944.9760474199456 3383.360595703125
3946.3756131962336 3545.6103515625
3947.7751789725216 3587.39013671875
3949.1747447488096 3509.177978515625
3950.5743105250976 3467.09326171875
3951.9738763013856 3476.645263671875
3953.3734420776736 3539.553955078125
3954.7730078539616 3573.021484375
3956.1725736302496 3359.97802734375
3957.572139406538 3238.877685546875
3958.971705182826 3348.848388671875
3960.371270959114 3258.4453125
3961.770836735402 3048.273193359375
3963.17040251169 2992.589599609375
3964.569968287978 2901.164306640625
3965.969534064266 2560.789306640625
3967.369099840554 1944.3778076171875
3968.7686656168426 1227.124755859375
3970.1682313931306 1129.548583984375
3971.5677971694186 1690.9813232421875
3972.9673629457066 2314.989501953125
3974.3669287219946 2678.05908203125
3975.7664944982826 2909.36474609375
3977.1660602745706 3003.716796875
3978.5656260508586 3162.7001953125
3979.9651918271466 3293.82275390625
3981.3647576034346 3314.137451171875
3982.764323379723 3306.56005859375
3984.163889156011 3348.661376953125
3985.563454932299 3393.08349609375
3986.963020708587 3392.617919921875
3988.362586484875 3407.6318359375
3989.762152261163 3445.302490234375
3991.161718037451 3493.613525390625
3992.561283813739 3605.552490234375
3993.960849590027 3596.033935546875
3995.3604153663155 3521.045166015625
3996.7599811426035 3411.601318359375
3998.1595469188915 3344.56298828125
3999.5591126951795 3431.254638671875
4000.9586784714675 3520.09716796875
4002.3582442477555 3587.363525390625
4003.7578100240435 3538.25048828125
4005.1573758003315 3387.771484375
4006.5569415766195 3333.56298828125
4007.956507352908 3476.86083984375
4009.356073129196 3551.430419921875
4010.755638905484 3566.648681640625
4012.155204681772 3472.408203125
4013.55477045806 3351.233642578125
4014.954336234348 3395.015380859375
4016.353902010636 3497.038818359375
4017.753467786924 3529.16455078125
4019.153033563212 3545.618408203125
4020.5525993395004 3549.795654296875
4021.9521651157884 3510.5537109375
4023.3517308920764 3428.41455078125
4024.7512966683644 3253.114013671875
4026.1508624446524 3334.46875
4027.5504282209404 3438.742919921875
4028.9499939972284 3375.5615234375
4030.3495597735164 3317.2685546875
4031.7491255498044 3306.8828125
4033.148691326093 3305.6826171875
4034.548257102381 3306.65966796875
4035.947822878669 3374.23046875
4037.347388654957 3471.4453125
4038.746954431245 3487.08154296875
4040.146520207533 3485.587890625
4041.546085983821 3492.3798828125
4042.945651760109 3482.79150390625
4044.345217536397 3385.51513671875
4045.7447833126853 3221.345947265625
4047.1443490889733 3174.419677734375
4048.5439148652613 3340.24755859375
4049.9434806415493 3467.9453125
4051.3430464178373 3470.411865234375
4052.7426121941253 3408.6220703125
4054.1421779704133 3337.4375
4055.5417437467013 3321.193359375
4056.9413095229893 3338.5810546875
4058.3408752992773 3311.634033203125
4059.7404410755657 3310.884765625
4061.1400068518537 3365.382568359375
4062.5395726281417 3298.3642578125
4063.9391384044297 3070.503662109375
4065.3387041807177 3119.3095703125
4066.7382699570057 3261.255615234375
4068.1378357332937 3279.049072265625
4069.5374015095817 3267.955322265625
4070.93696728587 3223.025146484375
4072.336533062158 3112.501220703125
4073.736098838446 3118.575439453125
4075.135664614734 3173.7705078125
4076.535230391022 3086.085693359375
4077.93479616731 2916.591796875
4079.334361943598 2927.244384765625
4080.733927719886 3110.180908203125
4082.133493496174 3227.13525390625
4083.533059272462 3194.060791015625
4084.9326250487507 3108.798095703125
4086.3321908250387 3049.02001953125
4087.7317566013267 3058.41943359375
4089.1313223776147 3053.16845703125
4090.5308881539027 3015.608154296875
4091.9304539301907 2963.475341796875
4093.3300197064787 2898.975341796875
4094.7295854827667 2835.580078125
4096.129151259055 2742.500732421875
4097.528717035343 2631.06591796875
4098.928282811631 2489.77978515625
4100.327848587919 2192.71533203125
4101.727414364207 1755.2828369140625
4103.126980140495 1662.0562744140625
4104.526545916783 2010.4765625
4105.926111693071 2387.97802734375
4107.325677469359 2567.891357421875
4108.725243245647 2661.677490234375
4110.124809021935 2729.8671875
4111.524374798223 2803.84521484375
4112.923940574511 2859.36865234375
4114.323506350799 2903.260009765625
4115.723072127088 2939.023193359375
4117.122637903376 2955.5595703125
4118.522203679664 2969.89501953125
4119.921769455952 2917.97998046875
4121.32133523224 2912.157470703125
4122.720901008528 2947.3291015625
4124.120466784816 2965.1123046875
4125.520032561104 3008.74609375
4126.919598337392 2980.39013671875
4128.31916411368 2952.71142578125
4129.718729889968 2964.724609375
4131.118295666256 2948.03125
4132.517861442544 2866.129150390625
4133.917427218832 2826.4306640625
4135.31699299512 2908.11376953125
4136.716558771408 3005.586181640625
4138.116124547696 3030.551025390625
4139.515690323984 3026.74462890625
4140.915256100272 3049.607421875
4142.314821876561 3004.59619140625
4143.714387652849 2846.25
4145.113953429137 2797.51708984375
4146.513519205425 2916.542724609375
4147.913084981713 3000.93896484375
