Wavelength Species  EW(mA)  Ex-potential  Line

3913.460   22.1    83.095  0.1746     TiII

3920.260   26.0    91.691  0.1737     FeI

3922.910   26.0    97.719  0.1670     FeI

3927.920   26.0    84.448  0.1836     FeI
3930.300   26.0   101.520  0.1639     FeI


3932.010   22.1    18.387  0.7018    This feature is probably 
3932.626   26.0    26.860  0.5782    a blend of these  TiII/FeI

3944.010   13.0   110.142  0.1808    AlI   (that is neutral Aluminum)
