realization_spec_file_name,orig_spec_file_name,EW_Hbeta,err_EW_Hbeta_from_robo,EW_Hdelta,err_EW_Hdelta_from_robo,EW_Hgamma,err_EW_Hgamma_from_robo,EW_Heps,err_EW_Heps_from_robo,EW_CaIIK,err_EW_CaIIK_from_robo,EW_Balmer,err_EW_Balmer_based_Robo,subtype,phase,feh,err_feh,teff,logg,alpha
725020p00_noise_ver_000.smo,725020p00.smo,10.265464,1.934893,8.923411,1.75006,9.916368,2.217962,11.901116,2.191759,8.600522999999999,1.733378,9.425501213018883,2.3306689572485944,,,0.0,0.15,7250,2.0,0.4
725020p02_noise_ver_000.smo,725020p02.smo,10.600687,1.862715,8.955989,1.89395,9.993834,2.3265990000000003,12.962021,2.233358,10.256791,1.951972,9.502786317683961,2.4436582790560566,,,0.2,0.15,7250,2.0,0.4
725025m05_noise_ver_000.smo,725025m05.smo,10.205056,2.006344,9.167629,1.925235,10.043225,2.060118,10.550398,2.24003,5.727147,1.081768,9.552061981904556,2.163885075920677,,,-0.5,0.15,7250,2.5,0.4
725025m10_noise_ver_000.smo,725025m10.smo,9.615493,1.934409,9.197959,1.793564,9.900173,1.930432,10.083637,1.855856,4.2460580000000006,0.6146689999999999,9.409344030899618,2.0294234749775217,,,-1.0,0.15,7250,2.5,0.4
725025m15_noise_ver_000.smo,725025m15.smo,9.226584,1.846674,9.3393,1.787068,9.721777,1.860943,9.53576,1.532607,2.52639,0.246835,9.231364613712321,1.9583090000479857,,,-1.5,0.15,7250,2.5,0.4
725025m20_noise_ver_000.smo,725025m20.smo,9.014754,1.784835,9.408717,1.7647419999999998,9.64214,1.833893,9.433671,1.474168,1.49284,0.149246,9.151913578674849,1.9307101407546228,,,-2.0,0.15,7250,2.5,0.4
725025m25_noise_ver_000.smo,725025m25.smo,8.934508000000003,1.7665990000000005,9.434823,1.753441,9.466614,1.825086,9.308071,1.410861,0.8792719999999999,0.085617,8.976797459584633,1.9232212060080829,,,-2.5,0.15,7250,2.5,0.4
725025p00_noise_ver_000.smo,725025p00.smo,11.232628,1.866375,9.282791,2.156688,10.146649,2.3127560000000003,11.427128,2.407314,7.520664999999997,1.541564,9.6552444705432,2.427400002624511,,,0.0,0.15,7250,2.5,0.4
725025p02_noise_ver_000.smo,725025p02.smo,11.662101,1.924639,9.404792,2.189934,10.250147,2.383808,12.205172,2.318127,8.995839,1.7273619999999998,9.758500786380164,2.500626336923453,,,0.2,0.15,7250,2.5,0.4
725030m05_noise_ver_000.smo,725030m05.smo,10.623608,2.057931,9.026068,1.8919580000000005,9.97527,2.039919,10.079186,2.1809830000000003,5.092823,0.993471,9.484265667553547,2.143415523868621,,,-0.5,0.15,7250,3.0,0.4
725030m10_noise_ver_000.smo,725030m10.smo,9.763399,1.961487,9.103712,1.829701,9.896358,1.95006,9.817807,1.869922,3.822851,0.53783,9.405537939526663,2.050034440925621,,,-1.0,0.15,7250,3.0,0.4
725030m15_noise_ver_000.smo,725030m15.smo,9.40802,1.914197,9.244863,1.779456,9.716296,1.926072,9.304537,1.534755,2.280428,0.209615,9.225896412712276,2.026689611892739,,,-1.5,0.15,7250,3.0,0.4
725030m20_noise_ver_000.smo,725030m20.smo,9.18554,1.893428,9.31844,1.7628990000000002,9.656743,1.871938,9.2127,1.461242,1.345497,0.133388,9.166482478365346,1.9704900065893731,,,-2.0,0.15,7250,3.0,0.4
725030m25_noise_ver_000.smo,725030m25.smo,9.122696,1.913515,9.375726,1.795821,9.467409,1.84692,9.134214,1.401455,0.794913,0.073049,8.977590603134175,1.9461486635036715,,,-2.5,0.15,7250,3.0,0.4
725030p00_noise_ver_000.smo,725030p00.smo,11.68328,2.0737080000000003,9.009655,2.032569,10.151167,2.240607,10.81339,2.379353,6.718626,1.382375,9.659751920300213,2.3517908646250487,,,0.0,0.15,7250,3.0,0.4
725030p02_noise_ver_000.smo,725030p02.smo,12.033261,2.053669,9.054577,2.07145,10.101405,2.345432,11.437101,2.313635,7.948695,1.56569,9.610106122423163,2.4621420091068438,,,0.2,0.15,7250,3.0,0.4
750020m05_noise_ver_000.smo,750020m05.smo,10.369979,1.933507,9.609482,1.665717,10.292971,1.890596,11.154354,1.732174,5.310388,0.968485,9.801224785582102,1.984065714993318,,,-0.5,0.15,7500,2.0,0.4
750020m10_noise_ver_000.smo,750020m10.smo,9.8949,1.842324,9.887875,1.673847,10.367001,1.802412,10.562837,1.52457,3.937511,0.48012,9.875081913849415,1.8912198871054944,,,-1.0,0.15,7500,2.0,0.4
750020m15_noise_ver_000.smo,750020m15.smo,9.601909,1.826794,10.057989,1.6498849999999998,10.331884,1.784173,10.296274,1.423396,2.343227,0.19221,9.840046917586236,1.8724382420730488,,,-1.5,0.15,7500,2.0,0.4
750020m20_noise_ver_000.smo,750020m20.smo,9.584604,1.822847,10.208852,1.637334,10.297539,1.773505,10.208984,1.331932,1.387738,0.12722999999999998,9.805782118581227,1.8615640362022303,,,-2.0,0.15,7500,2.0,0.4
750020m25_noise_ver_000.smo,750020m25.smo,9.512733,1.7961619999999998,10.268447,1.690518,10.153193,1.7521939999999998,10.172859,1.338357,0.814361,0.077703,9.661773189270491,1.8404632902635207,,,-2.5,0.15,7500,2.0,0.4
750020p00_noise_ver_000.smo,750020p00.smo,10.600383,1.894968,9.318295,1.6574939999999998,10.213852,1.998009,11.680691,1.94536,7.117234,1.501572,9.722290540932883,2.0971745430015702,,,0.0,0.15,7500,2.0,0.4
750020p02_noise_ver_000.smo,750020p02.smo,10.715271,1.904728,9.188511,1.697566,10.096995,2.124372,12.215286,1.974989,8.514686,1.727049,9.605706420469105,2.230635346124865,,,0.2,0.15,7500,2.0,0.4
750025m05_noise_ver_000.smo,750025m05.smo,11.882429,2.180686,11.048262,2.150605,11.593559,2.275635,12.024427,2.072091,4.768638,0.815405,11.0987757073561,2.3746892589750583,,,-0.5,0.15,7500,2.5,0.4
750025m10_noise_ver_000.smo,750025m10.smo,11.151007,2.07379,11.070043,2.032349,11.490148,2.189271,11.49446,1.809426,3.5348910000000004,0.3785,10.995606188360407,2.2856360082506293,,,-1.0,0.15,7500,2.5,0.4
750025m15_noise_ver_000.smo,750025m15.smo,10.792861,1.942048,11.165905,2.034831,11.484735,2.074592,11.28898,1.6414799999999998,2.103586,0.189196,10.990205828569634,2.166299110861228,,,-1.5,0.15,7500,2.5,0.4
750025m20_noise_ver_000.smo,750025m20.smo,10.606448,1.910162,11.348402,2.009851,11.620308,2.0340540000000003,11.184345,1.619862,1.249937,0.123487,11.125462244219834,2.1231078020865235,,,-2.0,0.15,7500,2.5,0.4
750025m25_noise_ver_000.smo,750025m25.smo,10.599204,1.927346,11.441076,1.990645,11.465006,1.971498,11.162802,1.699912,0.734854,0.095436,10.970522898898071,2.059138350907539,,,-2.5,0.15,7500,2.5,0.4
750025p00_noise_ver_000.smo,750025p00.smo,12.766334,2.271771,11.054447,2.432045,11.647029,2.440583,12.671534,2.360252,6.286461,1.018068,11.15212084646799,2.5459017957125827,,,0.0,0.15,7500,2.5,0.4
750025p02_noise_ver_000.smo,750025p02.smo,13.018043,2.276309,10.906013,2.507495,11.645467,2.494666,13.073133,2.511041,7.565111,1.382382,11.15056249398449,2.6022029199020142,,,0.2,0.15,7500,2.5,0.4
750030m05_noise_ver_000.smo,750030m05.smo,12.332933,2.321523,10.886168,2.267561,11.597242,2.322936,11.547161,2.053122,4.320078,0.718966,11.102450106969883,2.423888295013935,,,-0.5,0.15,7500,3.0,0.4
750030m10_noise_ver_000.smo,750030m10.smo,11.537624,2.11428,10.777819,2.062545,11.292122,2.257617,10.978297,1.830648,3.203036,0.313449,10.798042610320923,2.358475229736729,,,-1.0,0.15,7500,3.0,0.4
750030m15_noise_ver_000.smo,750030m15.smo,11.097471,2.083953,10.871565,2.071386,11.457086,2.11281,10.74751,1.621353,1.90397,0.17083800000000002,10.962621393347929,2.206297098410837,,,-1.5,0.15,7500,3.0,0.4
750030m20_noise_ver_000.smo,750030m20.smo,10.720114,2.072603,10.984326,2.019693,11.489424,2.010002,10.588213,1.623978,1.130798,0.113251,10.994883879014662,2.0990355874139985,,,-2.0,0.15,7500,3.0,0.4
750030m25_noise_ver_000.smo,750030m25.smo,10.888737,2.013289,11.083497,1.9983,11.343214,1.968668,10.613581,1.673618,0.665779,0.086628,10.849015302438085,2.0570813835023944,,,-2.5,0.15,7500,3.0,0.4
750030p00_noise_ver_000.smo,750030p00.smo,12.954958,2.464054,11.127857,2.642453,11.850711,2.462784,12.269404,2.510161,5.656427,0.962667,11.355327216854903,2.5672299152610734,,,0.0,0.15,7500,3.0,0.4
750030p02_noise_ver_000.smo,750030p02.smo,13.426393,2.527807,11.331116,2.780379,12.016144,2.621277,12.844508,2.640217,6.730374,1.005095,11.520373904692896,2.73057772828234,,,0.2,0.15,7500,3.0,0.4
775020m05_noise_ver_000.smo,775020m05.smo,10.159743,1.817723,9.4521,1.365383,10.149521,1.726707,10.442314,1.460316,4.278006,0.731388,9.658109763969971,1.8138234519763068,,,-0.5,0.15,7750,2.0,0.4
775020m10_noise_ver_000.smo,775020m10.smo,9.780735,1.73594,9.706186,1.458722,10.092159,1.6474369999999998,10.208029,1.361525,3.142154,0.323719,9.600881713292276,1.7313326485083207,,,-1.0,0.15,7750,2.0,0.4
775020m15_noise_ver_000.smo,775020m15.smo,9.722868,1.748374,9.885624,1.52574,10.146896,1.6521290000000002,10.020571,1.272795,1.864452,0.14746800000000002,9.655490893759225,1.7358119805510739,,,-1.5,0.15,7750,2.0,0.4
775020m20_noise_ver_000.smo,775020m20.smo,9.691246,1.747903,9.982533,1.517274,10.14919,1.636885,10.083994,1.251721,1.108188,0.09436,9.657779536907206,1.7198457609515119,,,-2.0,0.15,7750,2.0,0.4
775020m25_noise_ver_000.smo,775020m25.smo,9.650615,1.745232,10.014777,1.560045,10.0224,1.627905,10.026534,1.302401,0.6510640000000001,0.06967000000000001,9.531285611565957,1.7114405997581508,,,-2.5,0.15,7750,2.0,0.4
775020p00_noise_ver_000.smo,775020p00.smo,10.478855,1.875928,9.221701,1.516311,10.031709,1.830101,10.868061,1.6508650000000002,5.683843,1.139689,9.540572873581901,1.9230720263468293,,,0.0,0.15,7750,2.0,0.4
775020p02_noise_ver_000.smo,775020p02.smo,10.455051,1.793839,9.100782,1.576306,9.837462,1.978637,11.176656,1.698319,6.8420190000000005,1.47311,9.346779470981053,2.0805864769024107,,,0.2,0.15,7750,2.0,0.4
775025m05_noise_ver_000.smo,775025m05.smo,12.421094,2.100877,11.506564,2.069386,12.027339,2.1958290000000003,12.151888,1.773805,3.9571160000000014,0.556423,11.531542762601207,2.2883326655723284,,,-0.5,0.15,7750,2.5,0.4
775025m10_noise_ver_000.smo,775025m10.smo,11.911856,2.112964,11.68512,1.946213,12.115714,2.067336,11.903702,1.602482,2.898048,0.244163,11.619711393029736,2.154243228493877,,,-1.0,0.15,7750,2.5,0.4
775025m15_noise_ver_000.smo,775025m15.smo,11.574803,2.083027,11.88024,1.991571,12.35023,1.944428,11.888248,1.53351,1.731162,0.162563,11.853679761160727,2.0251842447776163,,,-1.5,0.15,7750,2.5,0.4
775025m20_noise_ver_000.smo,775025m20.smo,11.566505,2.008413,11.992697,1.903951,12.47968,1.963716,11.758981,1.487433,1.028794,0.108821,11.982827474982205,2.0444186048940436,,,-2.0,0.15,7750,2.5,0.4
775025m25_noise_ver_000.smo,775025m25.smo,11.662355,2.006821,12.268319,1.90505,12.403275,1.951261,11.802439,1.475306,0.605329,0.100822,11.906600892714687,2.031955195675045,,,-2.5,0.15,7750,2.5,0.4
775025p00_noise_ver_000.smo,775025p00.smo,13.011085,2.2523720000000003,11.247491,2.122496,12.009482,2.2764740000000003,12.452544,2.145577,5.209878,0.954709,11.513727461514225,2.372262752058108,,,0.0,0.15,7750,2.5,0.4
775025p02_noise_ver_000.smo,775025p02.smo,13.086596,2.167126,11.074363,2.192594,11.928082,2.297861,12.707776,2.219489,6.258786,1.086092,11.432517543359973,2.3951197671987243,,,0.2,0.15,7750,2.5,0.4
775030m05_noise_ver_000.smo,775030m05.smo,13.546623,2.699467,13.331587,2.466537,13.280446,2.543399,13.067045,2.080454,3.58746,0.374433,12.78172356000319,2.6398974693682185,,,-0.5,0.15,7750,3.0,0.4
775030m10_noise_ver_000.smo,775030m10.smo,13.052097,2.624845,13.401315,2.400541,13.362184,2.342036,12.737555,1.904807,2.648471,0.240445,12.863270688874106,2.4309515170228373,,,-1.0,0.15,7750,3.0,0.4
775030m15_noise_ver_000.smo,775030m15.smo,12.796431,2.545784,13.367698999999998,2.35837,13.426525,2.398835,12.571914,1.725411,1.591333,0.160058,12.92746144248544,2.48932018693158,,,-1.5,0.15,7750,3.0,0.4
775030m20_noise_ver_000.smo,775030m20.smo,12.637041,2.493802,13.349225,2.336445,13.522213,2.385602,12.693475,1.763891,0.944262,0.117841,13.022925995904904,2.475035939799657,,,-2.0,0.15,7750,3.0,0.4
775030m25_noise_ver_000.smo,775030m25.smo,12.580105,2.46955,13.441228,2.366971,13.435415,2.462392,12.710634,1.7929240000000002,0.558478,0.113778,12.936330682932509,2.5550238716254827,,,-2.5,0.15,7750,3.0,0.4
775030p00_noise_ver_000.smo,775030p00.smo,14.173635,2.770006,13.400813,2.544816,13.516723,2.707129,13.819647,2.468433,4.7552,0.744941,13.01744881592128,2.807703680004087,,,0.0,0.15,7750,3.0,0.4
775030p02_noise_ver_000.smo,775030p02.smo,14.378828,2.880607,13.331579,2.954344,13.452272,2.669805,14.310669,2.524364,5.69685,0.855668,12.953148319177306,2.7695370836243605,,,0.2,0.15,7750,3.0,0.4
