,wavel,flux_flag_1
238,4241.6,False
239,4243.0,False
240,4244.4,False
241,4245.8,False
242,4247.2,False
243,4248.6,False
244,4250.0,False
245,4251.4,False
246,4252.8,False
247,4254.2,False
248,4255.6,False
249,4257.0,False
250,4258.4,False
251,4259.8,False
252,4261.2,False
253,4262.6,False
254,4264.0,False
255,4265.4,False
256,4266.8,False
257,4268.2,False
258,4269.6,False
259,4271.0,False
260,4272.4,False
261,4273.8,False
262,4275.2,False
263,4276.6,False
264,4278.0,False
265,4279.4,False
266,4280.8,False
267,4282.2,False
268,4283.6,False
269,4285.0,False
270,4286.4,False
271,4287.8,False
272,4289.2,False
273,4290.6,False
274,4292.0,False
275,4293.4,False
276,4294.8,False
277,4296.2,False
278,4297.6,False
279,4299.0,False
280,4300.4,False
281,4301.8,False
282,4303.2,False
283,4304.6,False
284,4306.0,False
285,4307.4,False
286,4308.8,False
287,4310.2,False
288,4311.6,False
289,4313.0,False
290,4314.4,False
291,4315.8,False
292,4317.2,False
293,4318.6,False
294,4320.0,False
295,4321.4,False
296,4322.8,False
297,4324.2,False
298,4325.6,False
299,4327.0,False
300,4328.4,False
301,4329.8,False
302,4331.2,False
303,4332.6,False
304,4334.0,False
305,4335.4,False
306,4336.8,False
307,4338.2,False
308,4339.6,False
309,4341.0,False
310,4342.4,False
311,4343.8,False
312,4345.2,False
313,4346.6,False
314,4348.0,False
315,4349.4,False
316,4350.8,False
317,4352.2,False
318,4353.6,False
319,4355.0,False
320,4356.4,False
321,4357.8,False
322,4359.2,False
323,4360.6,False
324,4362.0,False
325,4363.4,False
326,4364.8,False
327,4366.2,False
328,4367.6,False
329,4369.0,False
330,4370.4,False
331,4371.8,False
332,4373.2,False
333,4374.6,False
334,4376.0,False
335,4377.4,False
336,4378.8,False
337,4380.2,False
338,4381.6,False
339,4383.0,False
340,4384.4,False
341,4385.8,False
342,4387.2,False
343,4388.6,False
344,4390.0,False
345,4391.4,False
346,4392.8,False
347,4394.2,False
348,4395.6,False
349,4397.0,False
350,4398.4,False
351,4399.8,False
352,4401.2,False
353,4402.6,False
354,4404.0,False
355,4405.4,False
356,4406.8,False
357,4408.2,False
358,4409.6,False
359,4411.0,False
360,4412.4,False
361,4413.8,False
362,4415.2,False
363,4416.6,False
364,4418.0,False
365,4419.4,False
366,4420.8,False
367,4422.2,False
368,4423.6,False
369,4425.0,False
370,4426.4,False
371,4427.8,False
372,4429.2,False
373,4430.6,False
374,4432.0,False
375,4433.4,False
376,4434.8,False
377,4436.2,False
378,4437.6,False
379,4439.0,False
380,4440.4,False
381,4441.8,False
382,4443.2,False
383,4444.6,False
384,4446.0,False
385,4447.4,False
386,4448.8,False
387,4450.2,False
388,4451.6,False
389,4453.0,False
390,4454.4,False
391,4455.8,False
392,4457.2,False
393,4458.6,False
394,4460.0,False
395,4461.4,False
396,4462.8,False
397,4464.2,False
398,4465.6,False
399,4467.0,False
400,4468.4,False
401,4469.8,False
402,4471.2,False
403,4472.6,False
404,4474.0,False
405,4475.4,False
406,4476.8,False
407,4478.2,False
408,4479.6,False
409,4481.0,False
410,4482.4,False
411,4483.8,False
412,4485.2,False
413,4486.6,False
414,4488.0,False
415,4489.4,False
416,4490.8,False
417,4492.2,False
418,4493.6,False
419,4495.0,False
420,4496.4,False
421,4497.8,False
422,4499.2,False
423,4500.6,False
424,4502.0,False
425,4503.4,False
426,4504.8,False
427,4506.2,False
428,4507.6,False
429,4509.0,False
430,4510.4,False
431,4511.8,False
432,4513.2,False
433,4514.6,False
434,4516.0,False
435,4517.4,False
436,4518.8,False
437,4520.2,False
438,4521.6,False
439,4523.0,False
440,4524.4,False
441,4525.8,False
442,4527.2,False
443,4528.6,False
444,4530.0,False
445,4531.4,False
446,4532.8,False
447,4534.2,False
448,4535.6,False
449,4537.0,False
450,4538.4,False
451,4539.8,False
452,4541.2,False
453,4542.6,False
454,4544.0,False
455,4545.4,False
456,4546.8,False
457,4548.2,False
458,4549.6,False
459,4551.0,False
460,4552.4,False
461,4553.8,False
462,4555.2,False
463,4556.6,False
464,4558.0,False
465,4559.4,False
466,4560.8,False
467,4562.2,False
468,4563.6,False
469,4565.0,False
470,4566.4,False
471,4567.8,False
472,4569.2,False
473,4570.6,False
474,4572.0,False
475,4573.4,False
476,4574.8,False
477,4576.2,False
478,4577.6,False
479,4579.0,False
480,4580.4,False
481,4581.8,False
482,4583.2,False
483,4584.6,False
484,4586.0,False
485,4587.4,False
486,4588.8,False
487,4590.2,False
488,4591.6,False
489,4593.0,False
490,4594.4,False
491,4595.8,False
492,4597.2,False
493,4598.6,False
494,4600.0,False
495,4601.4,False
496,4602.8,False
497,4604.2,False
498,4605.6,False
499,4607.0,False
500,4608.4,False
501,4609.8,False
502,4611.2,False
503,4612.6,False
504,4614.0,False
505,4615.4,False
506,4616.8,False
507,4618.2,False
508,4619.6,False
509,4621.0,False
510,4622.4,False
511,4623.8,False
512,4625.2,False
513,4626.6,False
514,4628.0,False
515,4629.4,False
516,4630.8,False
517,4632.2,False
518,4633.6,False
519,4635.0,False
520,4636.4,False
521,4637.8,False
522,4639.2,False
523,4640.6,False
524,4642.0,False
525,4643.4,False
526,4644.8,False
527,4646.2,False
528,4647.6,False
529,4649.0,False
530,4650.4,False
531,4651.8,False
532,4653.2,False
533,4654.6,False
534,4656.0,False
535,4657.4,False
536,4658.8,False
537,4660.2,False
538,4661.6,False
539,4663.0,False
540,4664.4,False
541,4665.8,False
542,4667.2,False
543,4668.6,False
544,4670.0,False
545,4671.4,False
546,4672.8,False
547,4674.2,False
548,4675.6,False
549,4677.0,False
550,4678.4,False
551,4679.8,False
552,4681.2,False
553,4682.6,False
554,4684.0,False
555,4685.4,False
556,4686.8,False
557,4688.2,False
558,4689.6,False
559,4691.0,False
560,4692.4,False
561,4693.8,False
562,4695.2,False
563,4696.6,False
564,4698.0,False
565,4699.4,False
566,4700.8,False
567,4702.2,False
568,4703.6,False
569,4705.0,False
570,4706.4,False
571,4707.8,False
572,4709.2,False
573,4710.6,False
574,4712.0,False
575,4713.4,False
576,4714.8,False
577,4716.2,False
578,4717.6,False
579,4719.0,False
580,4720.4,False
581,4721.8,False
582,4723.2,False
583,4724.6,False
584,4726.0,False
585,4727.4,False
586,4728.8,False
587,4730.2,False
588,4731.6,False
589,4733.0,False
590,4734.4,False
591,4735.8,False
592,4737.2,False
593,4738.6,False
594,4740.0,False
595,4741.4,False
596,4742.8,False
597,4744.2,False
598,4745.6,False
599,4747.0,False
600,4748.4,False
601,4749.8,False
602,4751.2,False
603,4752.6,False
604,4754.0,False
605,4755.4,False
606,4756.8,False
607,4758.2,False
608,4759.6,False
609,4761.0,False
610,4762.4,False
611,4763.8,False
612,4765.2,False
613,4766.6,False
614,4768.0,False
615,4769.4,False
616,4770.8,False
617,4772.2,False
618,4773.6,False
619,4775.0,False
620,4776.4,False
621,4777.8,False
622,4779.2,False
623,4780.6,False
624,4782.0,False
625,4783.4,False
626,4784.8,False
627,4786.2,False
628,4787.6,False
629,4789.0,False
630,4790.4,False
631,4791.8,False
632,4793.2,False
633,4794.6,False
634,4796.0,False
635,4797.4,False
636,4798.8,False
637,4800.2,False
638,4801.6,False
639,4803.0,False
640,4804.4,False
641,4805.8,False
642,4807.2,False
643,4808.6,False
644,4810.0,False
645,4811.4,False
646,4812.8,False
647,4814.2,False
648,4815.6,False
649,4817.0,False
650,4818.4,False
651,4819.8,False
652,4821.2,False
653,4822.6,False
654,4824.0,False
655,4825.4,False
656,4826.8,False
657,4828.2,False
658,4829.6,False
659,4831.0,False
660,4832.4,False
661,4833.8,False
662,4835.2,False
663,4836.6,False
664,4838.0,False
665,4839.4,False
666,4840.8,False
667,4842.2,False
668,4843.6,False
669,4845.0,False
670,4846.4,False
671,4847.8,False
672,4849.2,False
673,4850.6,False
674,4852.0,False
675,4853.4,False
676,4854.8,False
677,4856.2,False
678,4857.6,False
679,4859.0,False
680,4860.4,False
681,4861.8,False
682,4863.2,False
683,4864.6,False
684,4866.0,False
685,4867.4,False
686,4868.8,False
687,4870.2,False
688,4871.6,False
689,4873.0,False
690,4874.4,False
691,4875.8,False
692,4877.2,False
693,4878.6,False
694,4880.0,False
695,4881.4,False
696,4882.8,False
697,4884.2,False
698,4885.6,False
699,4887.0,False
700,4888.4,False
701,4889.8,False
702,4891.2,False
703,4892.6,False
704,4894.0,False
705,4895.4,False
706,4896.8,False
707,4898.2,False
708,4899.6,False
709,4901.0,False
710,4902.4,False
711,4903.8,False
712,4905.2,False
713,4906.6,False
714,4908.0,False
715,4909.4,False
716,4910.8,False
717,4912.2,False
718,4913.6,False
719,4915.0,False
720,4916.4,False
721,4917.8,False
722,4919.2,False
723,4920.6,False
724,4922.0,False
725,4923.4,False
726,4924.8,False
727,4926.2,False
728,4927.6,False
729,4929.0,False
730,4930.4,False
731,4931.8,False
732,4933.2,False
733,4934.6,False
734,4936.0,False
735,4937.4,False
736,4938.8,False
737,4940.2,False
738,4941.6,False
739,4943.0,False
740,4944.4,False
741,4945.8,False
742,4947.2,False
743,4948.6,False
744,4950.0,False
745,4951.4,False
746,4952.8,False
747,4954.2,False
748,4955.6,False
749,4957.0,False
750,4958.4,False
751,4959.8,False
752,4961.2,False
753,4962.6,False
754,4964.0,False
755,4965.4,False
756,4966.8,False
757,4968.2,False
758,4969.6,False
759,4971.0,False
760,4972.4,False
761,4973.8,False
762,4975.2,False
763,4976.6,False
764,4978.0,False
765,4979.4,False
766,4980.8,False
767,4982.2,False
768,4983.6,False
769,4985.0,False
770,4986.4,False
771,4987.8,False
772,4989.2,False
773,4990.6,False
774,4992.0,False
775,4993.4,False
776,4994.8,False
777,4996.2,False
778,4997.6,False
779,4999.0,False
