BJD,Magnitude,Uncertainty
2454015.693334784,9.574,0.006
2454015.694934724,9.568,0.006
2454015.696634661,9.562000000000001,0.005
2454015.698234601,9.55,0.005
2454015.699834542,9.543,0.005
2454015.701534478,9.533,0.005
2454015.703134418,9.525,0.005
2454015.704734359,9.522,0.006
2454015.706334299,9.517999999999999,0.006
2454015.707934239,9.506,0.006
2454015.709534179,9.499,0.006
2454015.711534104,9.513,0.006
2454015.71353403,9.509,0.006
2454015.71513397,9.502,0.006
2454015.71673391,9.519,0.006
2454015.71833385,9.503,0.006
2454015.719933789,9.522,0.006
2454015.72153373,9.517999999999999,0.006
2454015.72313367,9.529,0.006
2454015.72473361,9.513,0.006
2454015.7263335492,9.522,0.006
2454015.7279334893,9.55,0.006
2454015.729933414,9.545,0.006
2454015.731933339,9.552999999999999,0.006
2454015.733533279,9.545,0.006
2454015.735133219,9.556000000000001,0.006
2454015.736733159,9.559,0.006
2454015.738433094,9.56,0.006
2454015.7400330342,9.577,0.006
2454015.7416329742,9.588,0.006
2454015.7432329133,9.571,0.006
2454015.7448328533,9.586,0.006
2454015.746432792,9.599,0.006
2454015.748132728,9.601,0.006
2454015.749732668,9.607000000000001,0.006
2454015.751332608,9.616,0.006
2454015.753032543,9.617,0.006999999999999999
2454015.7546324832,9.634,0.006
2454015.756232422,9.638,0.006
2454015.757832362,9.628,0.006999999999999999
2454015.759432301,9.628,0.006
2454015.76103224,9.639,0.006
2454015.76263218,9.651,0.006
2454015.764332116,9.664,0.006999999999999999
2454015.765932055,9.662,0.006999999999999999
2454015.7675319943,9.667,0.006999999999999999
2454015.7691319343,9.668,0.006999999999999999
2454015.7707318733,9.685,0.006999999999999999
2454015.772331812,9.674,0.006999999999999999
2454015.774031748,9.683,0.006999999999999999
2454015.775531691,9.683,0.006999999999999999
2454015.7772316257,9.713,0.006999999999999999
2454015.778831565,9.711,0.006999999999999999
2454015.780431505,9.699,0.006999999999999999
2454015.782031444,9.713,0.006999999999999999
2454015.783631383,9.709,0.006999999999999999
2454015.785231323,9.719,0.006999999999999999
2454015.786831261,9.715,0.006999999999999999
2454015.7884312,9.731,0.006999999999999999
2454015.7900311393,9.735,0.006999999999999999
2454015.791731074,9.732999999999999,0.006999999999999999
2454015.793331014,9.741,0.008
2454015.794930953,9.742,0.008
2454015.7965308917,9.761000000000001,0.008
2454015.7981308307,9.751,0.008
2454015.79973077,9.767000000000001,0.008
2454015.801330708,9.769,0.008
2454015.803030644,9.772,0.008
2454015.804630583,9.766,0.008
2454015.806230521,9.785,0.008
2454015.80783046,9.783,0.009000000000000001
2454015.809030415,9.794,0.009000000000000001
2454044.5107017867,9.783,0.009000000000000001
2454044.511501728,9.687999999999999,0.004
2454044.512301669,9.681000000000001,0.004
2454044.513101611,9.664,0.004
2454044.513901553,9.663,0.004
2454044.5146015007,9.652999999999999,0.004
2454044.515401443,9.658,0.004
2454044.516201384,9.647,0.004
2454044.517001325,9.637,0.004
2454044.517801267,9.633,0.004
2454044.518601208,9.623,0.004
2454044.51940115,9.613,0.004
2454044.5202010907,9.612,0.004
2454044.521001033,9.602,0.004
2454044.521800974,9.597999999999999,0.004
2454044.522600915,9.582,0.004
2454044.5234008557,9.584,0.004
2454044.524300791,9.57,0.004
2454044.5251007318,9.568999999999999,0.004
2454044.526700614,9.556000000000001,0.004
2454044.527500556,9.551,0.004
2454044.5283004967,9.542,0.004
2454044.529100439,9.536,0.004
2454044.52990038,9.533999999999999,0.004
2454044.530700321,9.535,0.004
2454044.531500263,9.529,0.004
2454044.532300204,9.53,0.004
2454044.533100145,9.521,0.004
2454044.533900087,9.523,0.004
2454044.534700028,9.51,0.004
2454044.535499969,9.51,0.004
2454044.53629991,9.509,0.004
2454044.5370998518,9.504,0.004
2454044.537899793,9.506,0.004
2454044.538699734,9.509,0.004
2454044.539599669,9.505,0.004
2454044.54039961,9.501,0.004
2454044.5413995357,9.501,0.004
2454044.542099485,9.508,0.005
2454044.543299397,9.511000000000001,0.005
2454044.543999346,9.502,0.005
2454044.5445993016,9.494,0.005
2454044.54529925,9.509,0.005
2454044.545899206,9.512,0.005
2454044.546499162,9.497,0.005
2454044.547199111,9.501,0.005
2454044.5477990657,9.5,0.005
2454044.548499015,9.501,0.005
2454044.549098971,9.497,0.005
2454044.549798919,9.506,0.005
2454044.550398875,9.514,0.005
2454044.551098824,9.517999999999999,0.005
2454044.55169878,9.503,0.005
2454044.552398728,9.516,0.005
2454044.552998684,9.511000000000001,0.005
2454044.55359864,9.51,0.005
2454044.554298589,9.517999999999999,0.005
2454044.554898544,9.517000000000001,0.005
2454044.555598493,9.515,0.005
2454044.556198449,9.525,0.005
2454044.5568983983,9.519,0.005
2454044.557498354,9.519,0.005
2454044.558198302,9.52,0.005
2454044.558798258,9.527000000000001,0.005
2454044.559498206,9.519,0.005
2454044.560098162,9.532,0.005
2454044.56079811,9.533999999999999,0.005
2454044.561398067,9.535,0.005
2454044.562098015,9.537,0.005
2454044.562697971,9.552,0.005
2454044.563297926,9.527999999999999,0.005
2454044.563997875,9.54,0.005
2454044.564597831,9.533999999999999,0.005
2454044.565197787,9.55,0.005
2454044.565897735,9.54,0.005
2454044.566497691,9.538,0.005
2454044.5670976466,9.551,0.005
2454044.567797595,9.552999999999999,0.005
2454044.568397551,9.556000000000001,0.005
2454044.5690975,9.559,0.005
2454044.569697456,9.567,0.005
2454044.570397404,9.562000000000001,0.005
2454044.57099736,9.567,0.005
2454044.571597315,9.559,0.005
2454044.572297264,9.564,0.005
2454044.57289722,9.575,0.005
2454044.5734971757,9.572000000000001,0.004
2454044.574197124,9.567,0.005
2454044.57479708,9.582,0.005
2454044.575497028,9.58,0.005
2454044.576096984,9.576,0.005
2454044.57669694,9.586,0.005
2454044.5773968883,9.597999999999999,0.005
2454044.577996844,9.582,0.005
2454044.578696792,9.584,0.005
2454044.579296748,9.592,0.005
2454044.5799966967,9.596,0.005
2454044.580596652,9.616,0.005
2454044.581296601,9.605,0.005
2454044.581896557,9.616,0.005
2454044.582596505,9.597999999999999,0.005
2454044.5831964607,9.604,0.005
2454044.583796416,9.613999999999999,0.005
2454044.584496364,9.613,0.005
2454044.58509632,9.609,0.005
2454044.585696276,9.61,0.005
2454044.586396224,9.628,0.005
2454044.58699618,9.627,0.005
2454044.587596136,9.625,0.005
2454044.588296084,9.627,0.005
2454044.58889604,9.632,0.005
2454044.589595988,9.627,0.005
2454044.590195944,9.638,0.005
2454044.590895893,9.632,0.005
2454060.587899208,9.65,0.005
2454060.588899121,9.607000000000001,0.003
2454060.589799042,9.613999999999999,0.003
2454060.590798954,9.611,0.003
2454060.591798867,9.611,0.003
2454060.5926987883,9.619,0.003
2454060.593698701,9.623,0.003
2454060.594698614,9.617,0.003
2454060.595698526,9.623,0.003
2454060.596698439,9.635,0.003
2454060.59759836,9.629,0.003
2454060.598598273,9.642000000000001,0.003
2454060.599598185,9.634,0.003
2454060.600498106,9.64,0.003
2454060.601498019,9.648,0.003
2454060.602497932,9.637,0.003
2454060.603497844,9.644,0.003
2454060.604397765,9.654,0.003
2454060.605397678,9.652999999999999,0.003
2454060.60639759,9.644,0.004
2454060.607297511,9.654,0.003
2454060.608297424,9.661,0.003
2454060.609297337,9.656,0.003
2454060.610297249,9.658,0.003
2454060.61119717,9.665,0.003
2454060.612197082,9.673,0.003
2454060.613196995,9.67,0.003
2454060.614096916,9.674,0.003
2454060.615096828,9.677,0.004
2454060.616096741,9.687000000000001,0.003
2454060.617096653,9.687000000000001,0.004
2454060.617996574,9.693,0.004
2454060.618996487,9.7,0.003
2454060.619996399,9.698,0.003
2454060.620996311,9.693,0.003
2454060.621896232,9.701,0.004
2454060.622896145,9.719,0.003
2454060.623896057,9.711,0.003
2454060.624895969,9.705,0.003
2454060.625895882,9.717,0.003
2454060.626895795,9.712,0.004
2454060.627795715,9.717,0.004
2454060.628795628,9.731,0.003
2454060.62979554,9.719,0.004
2454060.630795452,9.726,0.003
2454060.631795365,9.718,0.004
2454060.632695286,9.73,0.004
2454060.633695198,9.728,0.004
2454060.63469511,9.744,0.004
2454060.635595031,9.741,0.003
2454060.636594944,9.731,0.004
2454060.637594856,9.747,0.004
2454060.638594768,9.753,0.004
2454060.639494689,9.74,0.004
2454060.640494601,9.756,0.004
2454060.641494513,9.744,0.004
2454060.642394434,9.776,0.004
2454060.643394347,9.771,0.004
2454060.644394259,9.77,0.004
2454060.64529418,9.769,0.004
2454060.646294092,9.777000000000001,0.004
2454060.647294004,9.777999999999999,0.004
2454060.648293917,9.779,0.004
2454060.649193837,9.786,0.004
2454060.650193749,9.791,0.004
2454060.651193662,9.783999999999999,0.004
2454060.6521935742,9.783,0.004
2454060.653193486,9.794,0.004
2454060.654093407,9.792,0.004
2454060.6550933192,9.798,0.004
2454060.656093231,9.799,0.004
2454060.6569931516,9.797,0.004
2454060.6579930643,9.8,0.004
2454060.658992976,9.808,0.004
2454060.6598928967,9.809,0.004
2454060.6608928093,9.801,0.004
2454060.661892721,9.812999999999999,0.004
2454060.662892633,9.812000000000001,0.004
2454060.6637925543,9.809,0.004
2454060.664792466,9.818,0.004
2454060.665792379,9.818999999999999,0.004
2454060.66679229,9.833,0.004
2454060.667692211,9.83,0.004
2454060.668692123,9.818999999999999,0.004
2454060.669692035,9.822000000000001,0.004
2454060.670591956,9.83,0.004
2454060.671591868,9.838,0.004
2454060.67259178,9.841000000000001,0.004
2454060.673491701,9.852,0.004
2454060.674491613,9.849,0.004
2454060.675491525,9.831,0.004
2454060.676491437,9.838,0.004
2454060.677391358,9.845,0.004
2454060.678491261,9.847000000000001,0.004
2454060.679391182,9.867,0.004
2454060.680391094,9.845,0.004
2454060.681391006,9.866,0.004
2454060.682290927,9.853,0.005
2454060.6832908383,9.857999999999999,0.005
2454060.68429075,9.863,0.005
2454060.685190671,9.862,0.005
2454060.6861905833,9.857999999999999,0.005
2454060.687190495,9.863999999999999,0.005
2454060.6881904067,9.871,0.005
2454060.689090327,9.866,0.005
2454060.690090239,9.887,0.005
2454060.6910901507,9.866,0.005
2454060.6920900634,9.882,0.005
2454060.692989984,9.869,0.005
2454060.693989895,9.878,0.005
2454060.694989807,9.89,0.005
2454060.69598972,9.888,0.005
2454060.69688964,9.875,0.005
2454060.697889552,9.892000000000001,0.005
2454060.698889464,9.877,0.005
2454060.699889376,9.917,0.005
2454060.700789296,9.902999999999999,0.005
2454060.701789208,9.912,0.006
2454060.70278912,9.888,0.006
2454060.703689041,9.902999999999999,0.006
2454451.487823992,9.904,0.006
2454451.488923888,10.189,0.003
2454451.490123775,10.173,0.003
2454451.491323663,10.168,0.003
2454451.49242356,10.165,0.003
2454451.4936234457,10.154,0.003
2454451.4948233343,10.149,0.003
2454451.49602322,10.134,0.003
2454451.497123117,10.117,0.003
2454451.498223014,10.111,0.003
2454451.499422901,10.101,0.003
