JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2438230.8,9.937,,,V,SCNA,,NA,,,,1,,Z,,,2438230.8,VX HER,,STD,1,1966ApJ...143..774S,FCHA,
2438230.8,10.05,,,B,SCNA,,NA,,,,1,,Z,,,2438230.8,VX HER,,STD,1,1966ApJ...143..774S,FCHA,
2438230.8,10.155,,,U,SCNA,,NA,,,,1,,Z,,,2438230.8,VX HER,,STD,1,1966ApJ...143..774S,FCHA,
2438231.749,10.314,,,V,SCNA,,NA,,,,1,,Z,,,2438231.752,VX HER,,STD,2,1966ApJ...143..774S,FCHA,
2438231.749,10.494,,,B,SCNA,,NA,,,,1,,Z,,,2438231.752,VX HER,,STD,2,1966ApJ...143..774S,FCHA,
2438231.749,10.654,,,U,SCNA,,NA,,,,1,,Z,,,2438231.752,VX HER,,STD,2,1966ApJ...143..774S,FCHA,
2438234.711,11.108,,,V,SCNA,,NA,,,,1,,Z,,,2438234.713,VX HER,,STD,3,1966ApJ...143..774S,FCHA,
2438234.711,11.573,,,B,SCNA,,NA,,,,1,,Z,,,2438234.713,VX HER,,STD,3,1966ApJ...143..774S,FCHA,
2438234.711,11.58,,,U,SCNA,,NA,,,,1,,Z,,,2438234.713,VX HER,,STD,3,1966ApJ...143..774S,FCHA,
2438238.716,10.817,,,V,SCNA,,NA,,,,1,,Z,,,2438238.718,VX HER,,STD,4,1966ApJ...143..774S,FCHA,
2438238.716,11.21,,,B,SCNA,,NA,,,,1,,Z,,,2438238.718,VX HER,,STD,4,1966ApJ...143..774S,FCHA,
2438238.716,11.303,,,U,SCNA,,NA,,,,1,,Z,,,2438238.718,VX HER,,STD,4,1966ApJ...143..774S,FCHA,
2438255.796,10.948,,,V,SCNA,,NA,,,,1,,Z,,,2438255.797,VX HER,,STD,5,1966ApJ...143..774S,FCHA,
2438255.796,11.32,,,B,SCNA,,NA,,,,1,,Z,,,2438255.797,VX HER,,STD,5,1966ApJ...143..774S,FCHA,
2438255.796,11.341,,,U,SCNA,,NA,,,,1,,Z,,,2438255.797,VX HER,,STD,5,1966ApJ...143..774S,FCHA,
2438263.721,10.793,,,V,SCNA,,NA,,,,1,,Z,,,2438263.721,VX HER,,STD,6,1966ApJ...143..774S,FCHA,
2438263.721,11.175,,,B,SCNA,,NA,,,,1,,Z,,,2438263.721,VX HER,,STD,6,1966ApJ...143..774S,FCHA,
2438263.721,11.222,,,U,SCNA,,NA,,,,1,,Z,,,2438263.721,VX HER,,STD,6,1966ApJ...143..774S,FCHA,
2438568.718,10.315,,,V,SCNA,,NA,,,,1,,Z,,,2438568.722,VX HER,,STD,7,1966ApJ...143..774S,FCHA,
2438568.718,10.514,,,B,SCNA,,NA,,,,1,,Z,,,2438568.722,VX HER,,STD,7,1966ApJ...143..774S,FCHA,
2438568.718,10.732,,,U,SCNA,,NA,,,,1,,Z,,,2438568.722,VX HER,,STD,7,1966ApJ...143..774S,FCHA,
2438568.730,10.404,,,V,SCNA,,NA,,,,1,,Z,,,2438568.734,VX HER,,STD,8,1966ApJ...143..774S,FCHA,
2438568.730,10.629,,,B,SCNA,,NA,,,,1,,Z,,,2438568.734,VX HER,,STD,8,1966ApJ...143..774S,FCHA,
2438568.730,10.841,,,U,SCNA,,NA,,,,1,,Z,,,2438568.734,VX HER,,STD,8,1966ApJ...143..774S,FCHA,
2438568.8,10.740,,,V,SCNA,,NA,,,,1,,Z,,,2438568.8,VX HER,,STD,9,1966ApJ...143..774S,FCHA,
2438568.8,11.065,,,B,SCNA,,NA,,,,1,,Z,,,2438568.8,VX HER,,STD,9,1966ApJ...143..774S,FCHA,
