JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2453538.7947,9.696,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.7984,9.688,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8014,9.673,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8044,9.662,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8074,9.654,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8104,9.645,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8131,9.641,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8155,9.641,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8180,9.634,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8205,9.634,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8229,9.634,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8253,9.630,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8278,9.622,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8303,9.617,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8328,9.624,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8352,9.625,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8377,9.627,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8401,9.630,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
2453538.8426,9.627,0.008,,V,DKS,G,106,,GSC,ERR: 0.008 COMP=GSC 1698-0071,,,Z,,,,BH PEG,,STD,,,,
