BJD,Magnitude,Uncertainty
2453492.636324,9.865,0.066
2453496.638694,10.149,0.043
2453499.641704,10.283,0.08199999999999999
2453502.497124,10.227,0.08199999999999999
2453512.549504,10.205,0.061
2453520.541884,9.839,0.040999999999999995
2453522.559324,9.902000000000001,0.066
2453525.519314,10.154,0.08
2453529.543764,10.029,0.08199999999999999
2453539.484834,10.134,0.06
2453543.483405,10.284,0.039
2453547.483135,9.825,0.051
2453556.465485,10.187000000000001,0.057999999999999996
2453674.867929,10.039,0.039
2453701.852899,10.171,0.04
2453705.858339,10.048,0.042
2453713.8369299998,10.038,0.052000000000000005
2453717.83457,10.317,0.055
2453721.83899,9.977,0.068
2453728.79669,10.137,0.046
2453732.78865,10.119,0.075
2453735.79894,9.81,0.049
2453741.7912419997,10.132,0.07200000000000001
2453744.781932,10.274000000000001,0.047
2453747.774822,9.844,0.047
2453750.772292,10.630999999999998,0.043
2453754.800942,10.13,0.086
2453757.7419020003,10.205,0.073
2453760.744033,9.92,0.08800000000000001
2453763.733823,9.857000000000001,0.073
2453766.719283,9.855,0.08800000000000001
2453769.7098830002,10.113999999999999,0.059000000000000004
2453772.7021029997,10.254000000000001,0.07200000000000001
2453774.8216130002,9.857999999999999,0.057999999999999996
2453787.699984,9.911,0.069
2453789.756004,9.932,0.09300000000000001
2453792.679604,9.876,0.053
2453794.7287939996,10.211,0.057999999999999996
2453797.633234,10.121,0.042
2453799.699454,10.038,0.059000000000000004
2453802.630794,10.029,0.066
2453805.609534,9.892000000000001,0.046
2453809.6463740002,10.07,0.09
2453811.651674,10.254000000000001,0.07400000000000001
2453813.663694,9.952,0.086
2453815.674205,9.878,0.057999999999999996
2453817.695425,9.921,0.09300000000000001
2453819.7450349997,10.294,0.085
2453822.589755,10.064,0.071
2453824.624075,10.208,0.073
2453826.624445,10.168,0.059000000000000004
2453828.640865,10.071,0.086
2453830.694825,10.254000000000001,0.08
2453836.573295,10.161,0.066
2453848.571426,10.002,0.076
2453850.604396,10.265,0.092
2453852.6001959997,10.236,0.087
2453854.610976,9.88,0.053
2453856.662666,9.868,0.068
2453864.496876,10.084,0.086
2453866.5044259997,10.322000000000001,0.084
2453868.544756,10.038,0.076
2453870.5496259998,9.815,0.043
2453872.560596,9.824,0.08900000000000001
2453876.561576,10.272,0.079
2453882.545626,9.888,0.044000000000000004
2453886.5469959998,9.947000000000001,0.047
2453891.454717,10.084,0.042
2453893.520137,10.152999999999999,0.045
2453897.501957,9.8,0.061
2453900.479217,9.948,0.064
2453902.505537,10.155,0.052000000000000005
2453905.4661669997,10.216000000000001,0.062
2453907.487927,10.125,0.091
2454105.790895,10.245,0.047
2454125.783366,9.806000000000001,0.071
2454128.728846,9.863999999999999,0.043
2454136.850856,9.873,0.057
2454139.700406,9.924,0.038
2454141.730556,9.851,0.057
2454143.734586,10.119,0.053
2454145.813887,10.117,0.063
2454149.691637,10.267999999999999,0.059000000000000004
2454151.742497,9.86,0.055999999999999994
2454153.724387,9.87,0.092
2454160.598007,10.07,0.047
2454164.679977,10.019,0.084
2454167.660787,9.765,0.085
