ang flux
3898.73033334445 768.9801025390625
3900.1298775666764 827.9864501953125
3901.5294217889027 841.7926635742188
3902.928966011129 856.756591796875
3904.328510233355 853.2655639648438
3905.728054455581 870.8009643554688
3907.1275986778073 925.9884033203125
3908.5271429000336 952.0345458984375
3909.92668712226 937.2041625976562
3911.326231344486 975.2724609375
3912.7257755667124 1005.6585083007812
3914.1253197889387 998.279541015625
3915.5248640111645 998.279541015625
3916.9244082333907 999.7207641601562
3918.323952455617 979.8370361328125
3919.7234966778433 981.5074462890625
3921.1230409000696 952.8237915039062
3922.522585122296 960.5009765625
3923.922129344522 985.228759765625
3925.3216735667484 930.6296997070312
3926.721217788974 940.3961791992188
3928.1207620112004 921.9547119140625
3929.5203062334267 888.5164184570312
3930.919850455653 850.3403930664062
3932.3193946778792 779.9398193359375
3933.7189389001055 789.2052001953125
3935.118483122332 629.7041625976562
3936.518027344558 561.7175903320312
3937.917571566784 697.1168823242188
3939.31711578901 849.8369750976562
3940.7166600112364 927.8702392578125
3942.1162042334627 937.825927734375
3943.515748455689 935.0506591796875
3944.915292677915 937.3096313476562
3946.3148369001415 938.0391845703125
3947.7143811223677 939.6098022460938
3949.1139253445936 949.4112548828125
3950.51346956682 951.2745971679688
3951.913013789046 922.311279296875
3953.3125580112724 920.4093017578125
3954.7121022334986 945.0528564453125
3956.111646455725 921.8280029296875
3957.511190677951 883.818359375
3958.910734900177 847.5060424804688
3960.3102791224032 847.04443359375
3961.7098233446295 836.8756713867188
3963.109367566856 784.9743041992188
3964.508911789082 747.7529296875
3965.9084560113083 707.3428344726562
3967.3080002335346 654.2550659179688
3968.707544455761 584.5143432617188
3970.1070886779867 480.3129577636719
3971.506632900213 383.1879577636719
3972.906177122439 409.7082824707031
3974.3057213446655 525.6989135742188
3975.7052655668917 596.8917846679688
3977.104809789118 662.2000732421875
3978.5043540113443 747.1888427734375
3979.9038982335705 780.3497924804688
3981.3034424557964 820.06494140625
3982.7029866780226 824.2893676757812
3984.102530900249 828.3943481445312
3985.502075122475 849.7903442382812
3986.9016193447014 864.0386352539062
3988.3011635669277 879.3939208984375
3989.700707789154 922.6218872070312
3991.1002520113802 934.8665771484375
3992.499796233606 911.408203125
3993.8993404558323 902.037109375
3995.2988846780586 913.371337890625
3996.698428900285 903.173583984375
3998.097973122511 924.1094360351562
3999.4975173447374 922.772705078125
4000.8970615669637 914.8318481445312
