obsmjd,mag_autocorr,magerr_auto,oid,ra,dec,fid,transient_flag,astrometricrms,nobs,ngoodobs,nbestobs,referencemag,referencemagerr,medianmag,bestmedianmag,meanmag,bestmeanmag,magrms,bestmagrms,sid,s_ra,s_dec,ptffield,ccdid,hmjd,nid,mag_auto,limitmag,absphotzp,fwhmsex,fwhm_image,qaflags,flags,photcalflag,goodflag,pid,dist,angle
56660.387617200000,11.911,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750509002457,116.276363,43.111758000000000,4546,9,56660.392917200000,1731,11.938000000000000,22.024000000000000,28.120000000000000,2.1500000000000000,14.997,0,29491204,1,1,18750509,1.3307520000000000,54.057673000000000
56660.231517200000,12.542,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750276001591,116.276275,43.111596000000000,4546,9,56660.236817200000,1731,13.270000000000000,21.618000000000000,28.007000000000000,2.1500000000000000,3.093,0,16908292,1,1,18750276,1.3307520000000000,54.057673000000000
56660.241747200000,12.738,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750299002204,116.276297,43.111632000000000,4546,9,56660.247047200000,1731,12.853000000000000,21.741000000000000,28.026000000000000,2.2500000000000000,3.943,0,16908292,1,1,18750299,1.3307520000000000,54.057673000000000
56660.252697200000,12.788,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750309002382,116.276301,43.111633000000000,4546,9,56660.257997200000,1731,12.766000000000000,21.840000000000000,28.044000000000000,2.2500000000000000,7.790,0,16908292,1,1,18750309,1.3307520000000000,54.057673000000000
56660.261957200000,12.821,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750327002401,116.276295,43.111648000000000,4546,9,56660.267257200000,1731,12.808000000000000,21.815000000000000,28.058000000000000,2.3500000000000000,5.189,0,29491204,1,1,18750327,1.3307520000000000,54.057673000000000
56660.338427200000,12.505,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750429002484,116.276323,43.111688000000000,4546,9,56660.343727200000,1731,12.530000000000000,22.181000000000000,28.119000000000000,1.8500000000000000,5.716,0,29491204,1,1,18750429,1.3307520000000000,54.057673000000000
56660.348887200000,12.217,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750437002411,116.276309,43.111727000000000,4546,9,56660.354187200000,1731,12.246000000000000,22.038000000000000,28.122000000000000,2.1500000000000000,12.937,0,29491204,1,1,18750437,1.3307520000000000,54.057673000000000
56660.358757200000,12.118,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750461002408,116.276365,43.111724000000000,4546,9,56660.364067200000,1731,12.145000000000000,22.029000000000000,28.123000000000000,2.1500000000000000,5.455,0,29491204,1,1,18750461,1.3307520000000000,54.057673000000000
56660.368307200000,11.951,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750477002420,116.276357,43.111760000000000,4546,9,56660.373617200000,1731,11.977000000000000,21.974000000000000,28.123000000000000,2.2500000000000000,9.724,0,29491204,1,1,18750477,1.3307520000000000,54.057673000000000
56660.377677200000,11.851,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750485002359,116.276350,43.111768000000000,4546,9,56660.382977200000,1731,11.878000000000000,21.806000000000000,28.122000000000000,2.6500000000000000,5.079,0,29491204,1,1,18750485,1.3307520000000000,54.057673000000000
56660.222317200000,12.444,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750268001352,116.276247,43.111587000000000,4546,9,56660.227617200000,1731,13.549000000000000,21.505000000000000,27.987000000000000,2.1500000000000000,2.677,0,16908292,1,1,18750268,1.3307520000000000,54.057673000000000
56660.398117200000,11.963,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750521002486,116.276380,43.111733000000000,4546,9,56660.403417200000,1731,11.984000000000000,22.227000000000000,28.117000000000000,1.7500000000000000,14.488,0,29491204,1,1,18750521,1.3307520000000000,54.057673000000000
56660.407457200000,12.019,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750523002449,116.276367,43.111746000000000,4546,9,56660.412757200000,1731,12.037000000000000,22.000000000000000,28.113000000000000,2.1500000000000000,14.381,0,29491204,1,1,18750523,1.3307520000000000,54.057673000000000
56660.417267200000,12.075,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750546002403,116.276366,43.111709000000000,4546,9,56660.422567200000,1731,12.089000000000000,21.943000000000000,28.107000000000000,2.2500000000000000,5.059,0,29491204,1,1,18750546,1.3307520000000000,54.057673000000000
56660.427767200000,12.116,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750552002484,116.276373,43.111731000000000,4546,9,56660.433067200000,1731,12.127000000000000,22.194000000000000,28.100000000000000,1.7500000000000000,13.859,0,29491204,1,1,18750552,1.3307520000000000,54.057673000000000
56660.437117200000,12.149,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750573002359,116.276359,43.111722000000000,4546,9,56660.442417200000,1731,12.164000000000000,21.907000000000000,28.092000000000000,2.2500000000000000,13.501,0,29491204,1,1,18750573,1.3307520000000000,54.057673000000000
56660.445377200000,12.202,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750579002371,116.276366,43.111718000000000,4546,9,56660.450687200000,1731,12.208000000000000,22.040000000000000,28.084000000000000,1.9500000000000000,5.420,0,29491204,1,1,18750579,1.3307520000000000,54.057673000000000
56660.453517200000,12.233,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750593002368,116.276356,43.111713000000000,4546,9,56660.458817200000,1731,12.232000000000000,21.975000000000000,28.075000000000000,2.0500000000000000,4.843,0,29491204,1,1,18750593,1.3307520000000000,54.057673000000000
56660.462567200000,12.276,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750604002379,116.276354,43.111716000000000,4546,9,56660.467877200000,1731,12.270000000000000,21.963000000000000,28.063000000000000,2.0500000000000000,12.729,0,29491204,1,1,18750604,1.3307520000000000,54.057673000000000
56660.472007200000,12.301,0.055,45461090002094,116.27667,43.111767,1,0,null,155,1,0,null,null,null,null,null,null,null,null,18750621002374,116.276369,43.111699000000000,4546,9,56660.477307200000,1731,12.283000000000000,21.990000000000000,28.050000000000000,1.9500000000000000,12.530,0,29491204,1,1,18750621,1.3307520000000000,54.057673000000000
