MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1101009026329,10.85,0.05,23.03355, 1.34318,53696.26387,0
1101009026329,11.12,0.05,23.03368, 1.34334,54080.25799,0
1101009026329,12.28,0.05,23.03274, 1.34198,54080.26476,0
1101009026329,12.28,0.05,23.03291, 1.34177,54080.27148,0
1101009026329,11.97,0.05,23.03257, 1.34243,54052.18479,0
1101009026329,11.15,0.05,23.03262, 1.34153,54052.19176,0
1101009026329,11.34,0.05,23.03273, 1.34167,54052.19874,0
1101009026329,11.28,0.05,23.03278, 1.34182,54052.20573,0
1101009026329,11.62,0.05,23.03299, 1.34152,54024.26489,0
1101009026329,12.23,0.05,23.03308, 1.34157,54024.27266,0
1101009026329,12.16,0.05,23.03305, 1.34223,54024.28828,0
1101009026329,11.48,0.05,23.03277, 1.34176,53996.30871,0
1101009026329,12.20,0.05,23.03238, 1.34169,53996.31516,0
1101009026329,11.53,0.05,23.03277, 1.34180,53996.32808,0
1101009026329,13.27,0.05,23.03346, 1.34459,53996.32808,1
1101009026329,11.07,0.05,23.03357, 1.34348,54008.28777,0
1101009026329,11.74,0.05,23.03316, 1.34161,54008.30658,0
1101009026329,11.65,0.05,23.03315, 1.34138,54440.10268,0
1101009026329,12.10,0.05,23.03308, 1.34152,54127.13257,0
1101009026329,12.14,0.05,23.03412, 1.34466,54127.13257,1
1101009026329,10.84,0.05,23.03338, 1.34279,54127.14138,0
1101009026329,10.74,0.05,23.03365, 1.34259,54127.15023,0
1101009026329,11.76,0.05,23.03300, 1.34131,54384.25935,0
1101009026329,11.38,0.05,23.03275, 1.34168,54392.30233,0
1101009026329,13.76,0.05,23.03345, 1.34481,54392.30233,1
1101009026329,12.12,0.05,23.03269, 1.34230,54392.31152,0
1101009026329,11.53,0.05,23.03270, 1.34160,54392.32075,0
1101009026329,13.29,0.05,23.03340, 1.34473,54392.32075,1
1101009026329,11.79,0.05,23.03265, 1.34215,54392.32998,0
1101009026329,11.78,0.05,23.03306, 1.34194,54404.25875,0
1101009026329,11.23,0.05,23.03292, 1.34129,54346.43740,0
1101009026329,11.48,0.05,23.03314, 1.34129,54354.37266,0
1101009026329,12.04,0.05,23.03299, 1.34144,54477.12241,0
1101009026329,12.13,0.05,23.03308, 1.34158,54477.12883,0
1101009026329,11.73,0.05,23.03255, 1.34157,54483.09670,0
1101009026329,11.85,0.05,23.03288, 1.34230,54483.10372,0
1101009026329,11.99,0.05,23.03290, 1.34169,54483.11779,0
1101009026329,12.25,0.05,23.03280, 1.34168,54778.23987,0
1101009026329,12.24,0.05,23.03418, 1.34517,54778.23987,1
1101009026329,12.01,0.05,23.03289, 1.34172,54778.26667,0
1101009026329,11.77,0.05,23.03283, 1.34166,54778.28014,0
1101009026329,11.35,0.05,23.03291, 1.34275,54747.35621,0
