MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1007087075619,10.58,0.05,246.17150,-6.54183,53523.27697,0
1007087075619,10.60,0.05,246.17150,-6.54168,53523.28344,0
1007087075619,10.57,0.05,246.17150,-6.54168,53523.28996,0
1007087075619,10.58,0.05,246.17150,-6.54178,53523.29648,0
1007087075619,10.49,0.05,246.17156,-6.54177,53496.30978,0
1007087075619,10.08,0.05,246.17168,-6.54163,53496.31728,0
1007087075619,10.39,0.05,246.17170,-6.54165,53496.32479,0
1007087075619,13.38,0.06,246.17168,-6.54161,53496.33227,0
1007087075619,10.39,0.05,246.17151,-6.54187,53499.36995,0
1007087075619,10.31,0.05,246.17150,-6.54173,53832.45838,0
1007087075619,10.40,0.05,246.17150,-6.54177,53832.46758,0
1007087075619,10.44,0.05,246.17145,-6.54187,53846.38346,0
1007087075619,10.45,0.05,246.17148,-6.54182,53848.35646,0
1007087075619,10.47,0.05,246.17149,-6.54179,53848.36501,0
1007087075619,10.50,0.05,246.17146,-6.54184,53848.37359,0
1007087075619,10.40,0.05,246.17148,-6.54175,53848.38213,0
1007087075619,10.41,0.05,246.17168,-6.54166,53854.43833,0
1007087075619,10.47,0.05,246.17169,-6.54162,53854.44487,0
1007087075619,10.50,0.05,246.17163,-6.54169,53854.45136,0
1007087075619,10.60,0.05,246.17168,-6.54168,53854.45793,0
1007087075619,10.61,0.05,246.17159,-6.54162,53767.51366,0
1007087075619,10.61,0.05,246.17149,-6.54171,53767.51848,0
1007087075619,10.67,0.05,246.17161,-6.54173,53767.52334,0
1007087075619,10.71,0.05,246.17157,-6.54172,53767.52823,0
1007087075619,10.31,0.05,246.17154,-6.54178,53937.26205,0
1007087075619,10.30,0.05,246.17156,-6.54170,53937.26850,0
1007087075619,10.33,0.05,246.17152,-6.54177,53937.27508,0
1007087075619,10.37,0.05,246.17158,-6.54172,53937.28166,0
1007087075619,10.67,0.05,246.17157,-6.54173,53889.38543,0
1007087075619,10.64,0.05,246.17158,-6.54177,53889.39191,0
1007087075619,10.69,0.05,246.17164,-6.54175,53889.39830,0
1007087075619,10.68,0.05,246.17163,-6.54169,53889.40475,0
1007087075619, 9.47,0.05,246.17178,-6.54162,53903.34862,0
1007087075619, 9.42,0.05,246.17170,-6.54162,53903.34963,0
