MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1101053046138,14.20,0.05,148.36583, 2.05641,54070.45929,0
1101053046138,12.18,0.05,148.36598, 2.05715,54070.47483,0
1101053046138, 9.05,0.05,148.36830, 2.05724,53866.20585,0
1101053046138, 9.05,0.05,148.36828, 2.05722,53866.20669,0
1101053046138, 9.06,0.05,148.36836, 2.05729,53866.20751,0
1101053046138, 9.08,0.05,148.36833, 2.05719,53866.20823,0
1101053046138,13.10,0.05,148.36602, 2.05596,54057.44501,0
1101053046138,13.20,0.05,148.36560, 2.05746,54174.25663,0
1101053046138,13.37,0.05,148.36623, 2.05633,54423.45442,0
1101053046138,13.04,0.05,148.36572, 2.05715,54776.50286,0
1101053046138,12.74,0.05,148.36595, 2.05605,54776.51014,0
1101053046138,13.08,0.05,148.36633, 2.05725,54848.52154,0
1101053046138,12.49,0.05,148.36574, 2.05693,55133.51111,0
1101053046138,13.04,0.05,148.36564, 2.05730,55133.51591,0
1101053046138,12.88,0.05,148.36623, 2.05571,55631.26002,0
1101053046138,13.47,0.05,148.36560, 2.05722,55857.52286,0
1101053046138,12.70,0.05,148.36605, 2.05579,56309.42325,0
