JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2438334.821,9.953,,,V,SCNA,,NA,,,,1,,Z,,,2438334.825,AR PER,,STD,8,1966ApJ...143..774S,FCHA,
2438334.821,10.437,,,B,SCNA,,NA,,,,1,,Z,,,2438334.825,AR PER,,STD,8,1966ApJ...143..774S,FCHA,
2438334.821,10.779,,,U,SCNA,,NA,,,,1,,Z,,,2438334.825,AR PER,,STD,8,1966ApJ...143..774S,FCHA,
2438334.830,10.014,,,V,SCNA,,NA,,,,1,,Z,,,2438334.834,AR PER,,STD,9,1966ApJ...143..774S,FCHA,
2438334.830,10.512,,,B,SCNA,,NA,,,,1,,Z,,,2438334.834,AR PER,,STD,9,1966ApJ...143..774S,FCHA,
2438334.830,10.868,,,U,SCNA,,NA,,,,1,,Z,,,2438334.834,AR PER,,STD,9,1966ApJ...143..774S,FCHA,
2438334.857,10.172,,,V,SCNA,,NA,,,,1,,Z,,,2438334.861,AR PER,,STD,10,1966ApJ...143..774S,FCHA,
2438334.857,10.719,,,B,SCNA,,NA,,,,1,,Z,,,2438334.861,AR PER,,STD,10,1966ApJ...143..774S,FCHA,
2438334.857,11.078,,,U,SCNA,,NA,,,,1,,Z,,,2438334.861,AR PER,,STD,10,1966ApJ...143..774S,FCHA,
2438334.87,10.219,,,V,SCNA,,NA,,,,1,,Z,,,2438334.87,AR PER,,STD,11,1966ApJ...143..774S,FCHA,
2438334.87,10.778,,,B,SCNA,,NA,,,,1,,Z,,,2438334.87,AR PER,,STD,11,1966ApJ...143..774S,FCHA,
2438334.87,11.135,,,U,SCNA,,NA,,,,1,,Z,,,2438334.87,AR PER,,STD,11,1966ApJ...143..774S,FCHA,
2438334.881,10.281,,,V,SCNA,,NA,,,,1,,Z,,,2438334.885,AR PER,,STD,12,1966ApJ...143..774S,FCHA,
2438334.881,10.896,,,B,SCNA,,NA,,,,1,,Z,,,2438334.885,AR PER,,STD,12,1966ApJ...143..774S,FCHA,
2438334.881,11.244,,,U,SCNA,,NA,,,,1,,Z,,,2438334.885,AR PER,,STD,12,1966ApJ...143..774S,FCHA,
2438334.9,10.316,,,V,SCNA,,NA,,,,1,,Z,,,2438334.9,AR PER,,STD,13,1966ApJ...143..774S,FCHA,
2438334.9,10.982,,,B,SCNA,,NA,,,,1,,Z,,,2438334.9,AR PER,,STD,13,1966ApJ...143..774S,FCHA,
2438334.9,11.309,,,U,SCNA,,NA,,,,1,,Z,,,2438334.9,AR PER,,STD,13,1966ApJ...143..774S,FCHA,
2438334.91,10.353,,,V,SCNA,,NA,,,,1,,Z,,,2438334.91,AR PER,,STD,14,1966ApJ...143..774S,FCHA,
2438334.91,11.041,,,B,SCNA,,NA,,,,1,,Z,,,2438334.91,AR PER,,STD,14,1966ApJ...143..774S,FCHA,
2438334.91,11.38,,,U,SCNA,,NA,,,,1,,Z,,,2438334.91,AR PER,,STD,14,1966ApJ...143..774S,FCHA,
2438334.915,10.422,,,V,SCNA,,NA,,,,1,,Z,,,2438334.919,AR PER,,STD,15,1966ApJ...143..774S,FCHA,
2438334.915,11.083,,,B,SCNA,,NA,,,,1,,Z,,,2438334.919,AR PER,,STD,15,1966ApJ...143..774S,FCHA,
2438334.915,11.451,,,U,SCNA,,NA,,,,1,,Z,,,2438334.919,AR PER,,STD,15,1966ApJ...143..774S,FCHA,
2438367.747,10.576,,,V,SCNA,,NA,,,,1,,Z,,,2438367.752,AR PER,,STD,3,1966ApJ...143..774S,FCHA,
2438367.747,11.314,,,B,SCNA,,NA,,,,1,,Z,,,2438367.752,AR PER,,STD,3,1966ApJ...143..774S,FCHA,
2438367.747,11.686,,,U,SCNA,,NA,,,,1,,Z,,,2438367.752,AR PER,,STD,3,1966ApJ...143..774S,FCHA,
2438367.792,10.645,,,V,SCNA,,NA,,,,1,,Z,,,2438367.797,AR PER,,STD,4,1966ApJ...143..774S,FCHA,
2438367.792,11.426,,,B,SCNA,,NA,,,,1,,Z,,,2438367.797,AR PER,,STD,4,1966ApJ...143..774S,FCHA,
