JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2452724.58005,11.410,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,1.151,Z,11.576,10.734,,UY CAM,AAVSO,STD,,,,
2452724.58181,11.419,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.569,10.722,,UY CAM,AAVSO,STD,,,,
2452724.58358,11.430,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.574,10.736,,UY CAM,AAVSO,STD,,,,
2452724.58535,11.444,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.565,10.734,,UY CAM,AAVSO,STD,,,,
2452724.58711,11.437,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.563,10.730,,UY CAM,AAVSO,STD,,,,
2452724.58888,11.452,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.564,10.734,,UY CAM,AAVSO,STD,,,,
2452724.59064,11.464,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.563,10.735,,UY CAM,AAVSO,STD,,,,
2452724.59243,11.457,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.578,10.737,,UY CAM,AAVSO,STD,,,,
2452724.59418,11.467,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.575,10.736,,UY CAM,AAVSO,STD,,,,
2452724.59596,11.472,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,1.153,Z,11.569,10.733,,UY CAM,AAVSO,STD,,,,
2452724.59771,11.477,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.563,10.729,,UY CAM,AAVSO,STD,,,,
2452724.59950,11.487,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.558,10.724,,UY CAM,AAVSO,STD,,,,
2452724.60126,11.491,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.569,10.742,,UY CAM,AAVSO,STD,,,,
2452724.60303,11.493,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.575,10.734,,UY CAM,AAVSO,STD,,,,
2452724.60479,11.499,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.574,10.735,,UY CAM,AAVSO,STD,,,,
2452724.60656,11.503,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.578,10.735,,UY CAM,AAVSO,STD,,,,
2452724.60833,11.512,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.568,10.737,,UY CAM,AAVSO,STD,,,,
2452724.61009,11.511,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.575,10.739,,UY CAM,AAVSO,STD,,,,
2452724.61186,11.526,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.568,10.737,,UY CAM,AAVSO,STD,,,,
2452724.61363,11.521,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,1.160,Z,11.580,10.734,,UY CAM,AAVSO,STD,,,,
2452724.61540,11.526,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.580,10.742,,UY CAM,AAVSO,STD,,,,
2452724.61716,11.537,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.573,10.736,,UY CAM,AAVSO,STD,,,,
2452724.61892,11.534,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.573,10.732,,UY CAM,AAVSO,STD,,,,
2452724.62063,11.540,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.584,10.742,,UY CAM,AAVSO,STD,,,,
2452724.62246,11.556,0.003,,V,LBG,,GSC4369 0707,GSC4380 1705,11855OP,,0,,Z,11.577,10.741,,UY CAM,AAVSO,STD,,,,
