MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1146029064878,11.27,0.05,113.38195,47.80276,53480.20084,0
1146029064878,11.34,0.05,113.38252,47.80303,53480.20900,0
1146029064878,11.35,0.05,113.38213,47.80264,53480.21715,0
1146029064878,11.28,0.05,113.38239,47.80280,53480.22544,0
1146029064878,11.41,0.05,113.38248,47.80262,53714.27874,0
1146029064878,11.35,0.05,113.38247,47.80264,53714.28523,0
1146029064878,11.24,0.05,113.38253,47.80259,53714.29174,0
1146029064878,11.20,0.05,113.38257,47.80257,53714.29823,0
1146029064878,11.46,0.05,113.38238,47.80266,53676.44618,0
1146029064878,11.22,0.05,113.38237,47.80269,53676.45266,0
1146029064878,11.05,0.05,113.38233,47.80274,53676.45921,0
1146029064878,11.35,0.05,113.38238,47.80268,53676.46576,0
1146029064878,11.25,0.05,113.38264,47.80253,53687.35421,0
1146029064878,11.32,0.05,113.38256,47.80257,53687.36236,0
1146029064878,11.30,0.05,113.38260,47.80259,53687.37052,0
1146029064878,11.21,0.05,113.38264,47.80256,53687.37863,0
1146029064878,10.95,0.05,113.38256,47.80273,53854.18872,0
1146029064878,11.05,0.05,113.38252,47.80266,53854.19579,0
1146029064878,10.99,0.05,113.38250,47.80270,53854.20286,0
1146029064878,11.05,0.05,113.38242,47.80267,53854.20989,0
1146029064878,11.47,0.05,113.38256,47.80264,54086.32180,0
1146029064878,11.35,0.05,113.38254,47.80262,54086.33252,0
1146029064878,11.21,0.05,113.38258,47.80263,54086.34320,0
1146029064878,11.20,0.05,113.38264,47.80256,54086.35520,0
1146029064878,10.99,0.05,113.38260,47.80257,54096.24633,0
1146029064878,10.99,0.05,113.38258,47.80256,54096.25525,0
1146029064878,11.08,0.05,113.38259,47.80265,54096.26422,0
1146029064878,11.04,0.05,113.38259,47.80261,54096.27318,0
1146029064878,11.11,0.05,113.38255,47.80261,53769.18578,0
1146029064878,11.09,0.05,113.38256,47.80255,53769.19222,0
1146029064878,11.07,0.05,113.38258,47.80255,53769.19865,0
1146029064878,11.00,0.05,113.38258,47.80260,53769.20506,0
1146029064878,11.32,0.05,113.38238,47.80270,53792.15494,0
1146029064878,11.34,0.05,113.38241,47.80264,53792.16049,0
1146029064878,11.45,0.05,113.38252,47.80259,53792.16607,0
1146029064878,11.42,0.05,113.38249,47.80262,53792.17169,0
1146029064878,11.57,0.05,113.38248,47.80264,53744.30306,0
1146029064878,11.61,0.05,113.38254,47.80257,53744.31137,0
1146029064878,11.58,0.05,113.38253,47.80263,53744.31980,0
1146029064878,11.60,0.05,113.38244,47.80265,53744.32822,0
1146029064878,11.51,0.05,113.38250,47.80261,54050.39877,0
1146029064878,11.44,0.05,113.38248,47.80264,54050.40802,0
1146029064878,11.51,0.05,113.38256,47.80262,54050.41734,0
1146029064878,11.47,0.05,113.38249,47.80262,54050.42666,0
1146029064878,11.48,0.05,113.38253,47.80263,54057.40739,0
1146029064878,11.47,0.05,113.38255,47.80263,54057.41347,0
1146029064878,11.41,0.05,113.38256,47.80259,54057.41961,0
1146029064878,11.49,0.05,113.38254,47.80260,54057.42574,0
1146029064878,11.52,0.05,113.38259,47.80255,54066.26311,0
1146029064878,11.52,0.05,113.38258,47.80261,54066.27351,0
1146029064878,11.57,0.05,113.38257,47.80262,54066.28392,0
1146029064878,11.56,0.05,113.38258,47.80258,54066.29450,0
1146029064878,11.17,0.05,113.38255,47.80253,54029.36014,0
1146029064878,11.13,0.05,113.38257,47.80264,54029.37007,0
1146029064878,11.25,0.05,113.38258,47.80257,54029.37995,0
1146029064878,11.21,0.05,113.38259,47.80261,54029.38989,0
1146029064878,11.38,0.05,113.38248,47.80266,54037.45053,0
1146029064878,11.32,0.05,113.38245,47.80269,54037.45544,0
1146029064878,11.15,0.05,113.38240,47.80268,54037.46036,0
1146029064878,10.97,0.05,113.38235,47.80271,54037.46527,0
1146029064878,11.23,0.05,113.38260,47.80259,54204.12255,0
