obsmjd,mag_autocorr,magerr_auto,oid,ra,dec,fid,transient_flag,astrometricrms,nobs,ngoodobs,nbestobs,referencemag,referencemagerr,medianmag,bestmedianmag,meanmag,bestmeanmag,magrms,bestmagrms,sid,s_ra,s_dec,ptffield,ccdid,hmjd,nid,mag_auto,limitmag,absphotzp,fwhmsex,fwhm_image,qaflags,flags,photcalflag,goodflag,pid,dist,angle
56232.551537200000,12.068,0.072000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14648134000738,119.745306,72.787543000000000,5267,7,56232.553077200000,1319,12.066000000000000,20.171000000000000,27.768000000000000,2.4500000000000000,5.0670000000000000,0,29491204,0,1,14648134,1.943303,107.35363
56225.482557200000,11.690,0.027000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14412503000912,119.745355,72.787565000000000,5267,7,56225.483677200000,1312,11.706000000000000,20.905000000000000,27.746000000000000,3.4500000000000000,5.1960000000000000,0,16908292,0,1,14412503,1.943303,107.35363
56232.520327200000,12.025,0.072000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14648119000957,119.745309,72.787544000000000,5267,7,56232.521857200000,1319,12.019000000000000,20.731000000000000,27.758000000000000,2.4500000000000000,12.8480000000000000,0,16908292,0,1,14648119,1.943303,107.35363
56238.452177200000,11.952,0.023000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14573869001179,119.745340,72.787546000000000,5267,7,56238.454037200000,1325,11.962000000000000,21.278000000000000,27.769000000000000,2.3500000000000000,12.5930000000000000,0,16908292,0,1,14573869,1.943303,107.35363
56238.419697200000,12.023,0.023000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14573846001142,119.745303,72.787570000000000,5267,7,56238.421557200000,1325,12.037000000000000,21.242000000000000,27.765000000000000,2.3500000000000000,9.4400000000000000,0,16908292,0,1,14573846,1.943303,107.35363
56236.460907200000,11.845,0.026000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14531972001018,119.745273,72.787575000000000,5267,7,56236.462657200000,1323,11.847000000000000,20.989000000000000,27.755000000000000,2.5500000000000000,13.7600000000000000,0,16908292,0,1,14531972,1.943303,107.35363
56236.430767200000,11.777,0.026000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14531948000988,119.745304,72.787517000000000,5267,7,56236.432517200000,1323,11.778000000000000,20.853000000000000,27.750000000000000,2.8500000000000000,7.9770000000000000,0,16908292,0,1,14531948,1.943303,107.35363
56234.475197200000,11.820,0.047000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14499759000926,119.745298,72.787530000000000,5267,7,56234.476837200000,1321,11.805000000000000,20.644000000000000,27.729000000000000,2.8500000000000000,13.6800000000000000,0,16908292,0,1,14499759,1.943303,107.35363
56228.400367200000,11.777,0.025000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14452778000823,119.745314,72.787552000000000,5267,7,56228.401667200000,1315,11.785000000000000,20.518000000000000,27.759000000000000,2.6500000000000000,9.4160000000000000,0,16908292,0,1,14452778,1.943303,107.35363
56228.369297200000,11.777,0.025000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14452755000793,119.745345,72.787542000000000,5267,7,56228.370587200000,1315,11.778000000000000,20.308000000000000,27.748000000000000,3.0500000000000000,14.0020000000000000,0,16908292,0,1,14452755,1.943303,107.35363
56225.512437200000,11.843,0.027000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14412635001189,119.745314,72.787555000000000,5267,7,56225.513567200000,1312,11.831000000000000,21.270000000000000,27.746000000000000,2.4500000000000000,13.6800000000000000,0,16908292,0,1,14412635,1.943303,107.35363
56985.539737200000,11.769,0.161000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,23066813000819,119.745323,72.787593000000000,5267,7,56985.542407200000,2041,11.766000000000000,20.563000000000000,27.486000000000000,3.0500000000000000,9.9630000000000000,0,16908292,0,1,23066813,1.943303,107.35363
56251.519507200000,11.978,0.025000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14658185001228,119.745323,72.787551000000000,5267,7,56251.522027200000,1338,11.984000000000000,21.422000000000000,27.776000000000000,2.1500000000000000,13.2650000000000000,0,16908292,0,1,14658185,1.943303,107.35363
56252.425057200000,11.765,0.101000000000000000,52672070004645,119.746561,72.787569000000000,2,0,null,59,0,0,null,null,null,null,null,null,null,null,14667152001298,119.745364,72.787539000000000,5267,7,56252.427617200000,1339,11.735000000000000,21.497000000000000,27.709000000000000,2.1500000000000000,14.3220000000000000,0,29491204,0,1,14667152,1.943303,107.35363
