MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1118085044679,11.00,0.05,247.66974,18.36661,53469.42360,0
1118085044679,11.02,0.05,247.66978,18.36670,53469.43327,0
1118085044679,11.07,0.05,247.66976,18.36666,53469.44301,0
1118085044679,10.96,0.05,247.66971,18.36665,53469.45271,0
1118085044679,11.00,0.05,247.66978,18.36675,53567.22748,0
1118085044679,11.04,0.05,247.66979,18.36673,53567.23399,0
1118085044679,10.96,0.05,247.66986,18.36677,53567.24048,0
1118085044679,10.94,0.05,247.66980,18.36671,53567.24695,0
1118085044679,10.88,0.05,247.66975,18.36659,53525.36667,0
1118085044679,10.87,0.05,247.66977,18.36661,53525.37483,0
1118085044679,10.92,0.05,247.66979,18.36670,53525.38296,0
1118085044679,10.91,0.05,247.66978,18.36664,53525.39112,0
1118085044679,10.64,0.05,247.66975,18.36646,53654.09136,0
1118085044679,10.71,0.05,247.66980,18.36692,53654.09612,0
1118085044679,10.72,0.05,247.66983,18.36664,53654.10088,0
1118085044679,10.76,0.05,247.66986,18.36674,53654.10564,0
1118085044679,10.90,0.05,247.66979,18.36658,53636.12589,0
1118085044679,10.77,0.05,247.66980,18.36656,53636.13074,0
1118085044679,10.65,0.05,247.66971,18.36685,53917.28938,0
1118085044679,10.51,0.05,247.66987,18.36678,53917.29421,0
1118085044679,10.70,0.05,247.66972,18.36666,53917.29904,0
1118085044679,10.71,0.05,247.66972,18.36688,53917.30386,0
1118085044679, 9.26,0.05,247.67000,18.36678,53925.33509,0
1118085044679, 9.23,0.05,247.66993,18.36683,53925.33658,0
1118085044679, 9.24,0.05,247.66997,18.36687,53925.33812,0
1118085044679, 9.25,0.05,247.67003,18.36686,53925.33962,0
1118085044679,10.97,0.05,247.66986,18.36684,53940.26304,0
1118085044679,10.86,0.05,247.66992,18.36684,53940.26718,0
1118085044679,10.86,0.05,247.66987,18.36683,53940.27130,0
1118085044679,10.92,0.05,247.66983,18.36675,53940.27539,0
1118085044679, 9.22,0.05,247.66991,18.36685,53905.30605,0
1118085044679, 9.20,0.05,247.66991,18.36690,53905.30710,0
1118085044679, 9.24,0.05,247.66994,18.36688,53905.30819,0
1118085044679, 9.23,0.05,247.66990,18.36683,53905.30926,0
1118085044679,10.69,0.05,247.66988,18.36680,53803.51362,0
1118085044679,10.73,0.05,247.66982,18.36674,53803.52192,0
1118085044679,10.47,0.05,247.66990,18.36689,53803.53019,0
1118085044679,10.91,0.05,247.66980,18.36673,53819.49336,0
1118085044679,10.91,0.05,247.66981,18.36665,53819.50025,0
1118085044679,10.89,0.05,247.66983,18.36675,53819.50709,0
1118085044679,10.89,0.05,247.66979,18.36672,53819.51393,0
1118085044679,10.20,0.05,247.66991,18.36684,53866.39109,0
1118085044679,10.22,0.05,247.66992,18.36686,53866.39192,0
1118085044679,10.17,0.05,247.66991,18.36683,53866.39275,0
1118085044679,10.18,0.05,247.66989,18.36685,53866.39355,0
1118085044679,10.90,0.05,247.66975,18.36654,53876.45903,0
1118085044679,10.97,0.05,247.66985,18.36667,53876.46291,0
1118085044679,10.91,0.05,247.66974,18.36674,53876.46675,0
1118085044679,10.99,0.05,247.66980,18.36676,53876.47058,0
1118085044679,10.90,0.05,247.66978,18.36667,53883.28838,0
1118085044679,10.89,0.05,247.66977,18.36671,53883.29223,0
1118085044679,10.92,0.05,247.66981,18.36669,53883.29614,0
1118085044679,10.91,0.05,247.66976,18.36664,53883.30002,0
1118085044679,11.05,0.05,247.66979,18.36658,53998.10555,0
1118085044679,11.09,0.05,247.66981,18.36667,53998.11034,0
1118085044679,11.08,0.05,247.66984,18.36668,53998.11514,0
1118085044679,11.03,0.05,247.66980,18.36660,53998.11994,0
1118085044679,10.88,0.05,247.66975,18.36670,54212.42034,0
1118085044679,10.87,0.05,247.66976,18.36654,54212.43029,0
1118085044679,10.94,0.05,247.66976,18.36674,54212.44023,0
1118085044679,10.92,0.05,247.66976,18.36657,54212.45014,0
1118085044679,10.82,0.05,247.66978,18.36678,54264.32239,0
1118085044679,10.83,0.05,247.66978,18.36671,54264.33006,0
1118085044679,10.87,0.05,247.66978,18.36679,54264.33769,0
1118085044679,10.97,0.05,247.66977,18.36662,54240.33910,0
1118085044679,11.01,0.05,247.66979,18.36670,54240.34829,0
1118085044679,10.98,0.05,247.66972,18.36667,54240.35749,0
1118085044679,11.03,0.05,247.66975,18.36679,54240.36671,0
1118085044679, 9.83,0.05,247.66979,18.36656,54382.08684,0
1118085044679, 9.80,0.05,247.66975,18.36656,54382.08938,0
1118085044679, 9.81,0.05,247.66978,18.36663,54382.09193,0
1118085044679, 9.85,0.05,247.66982,18.36663,54382.09448,0
1118085044679,10.44,0.05,247.66982,18.36661,54388.10142,0
1118085044679,10.47,0.05,247.66983,18.36662,54388.10523,0
1118085044679,10.47,0.05,247.66985,18.36666,54388.10903,0
1118085044679,10.45,0.05,247.66980,18.36669,54388.11283,0
1118085044679,10.57,0.05,247.66983,18.36663,54352.16941,0
1118085044679,10.59,0.05,247.66988,18.36672,54352.17193,0
1118085044679,10.59,0.05,247.66979,18.36661,54352.17447,0
1118085044679,10.60,0.05,247.66981,18.36670,54352.17699,0
1118085044679,10.99,0.05,247.66977,18.36665,54560.46462,0
1118085044679,10.99,0.05,247.66980,18.36664,54560.46900,0
1118085044679,11.02,0.05,247.66979,18.36659,54560.47338,0
1118085044679,11.01,0.05,247.66978,18.36658,54560.47778,0
1118085044679,11.04,0.05,247.66974,18.36672,54571.41315,0
1118085044679,11.03,0.05,247.66978,18.36660,54571.42076,0
1118085044679,10.99,0.05,247.66972,18.36667,54523.47549,0
1118085044679,11.00,0.05,247.66970,18.36664,54523.48464,0
1118085044679,10.99,0.05,247.66970,18.36663,54523.49384,0
1118085044679,10.95,0.05,247.66971,18.36658,54523.50298,0
1118085044679,10.76,0.05,247.66977,18.36677,54483.50524,0
1118085044679,10.79,0.05,247.66980,18.36674,54483.51044,0
1118085044679,10.85,0.05,247.66980,18.36674,54483.51565,0
1118085044679,10.85,0.05,247.66976,18.36677,54483.52083,0
1118085044679,10.91,0.05,247.66980,18.36676,54648.28572,0
1118085044679,10.86,0.05,247.66982,18.36664,54648.29422,0
1118085044679,10.88,0.05,247.66979,18.36662,54648.30267,0
1118085044679,10.84,0.05,247.66977,18.36683,54648.31117,0
1118085044679,10.69,0.05,247.66973,18.36653,54640.38449,0
1118085044679,10.74,0.05,247.66974,18.36642,54640.39094,0
1118085044679,10.75,0.05,247.66977,18.36658,54640.39742,0
1118085044679,10.77,0.05,247.66975,18.36662,54640.40391,0
1118085044679,10.94,0.05,247.66973,18.36666,54528.50134,0
1118085044679,10.96,0.05,247.66973,18.36640,54528.50797,0
1118085044679,10.97,0.05,247.66978,18.36660,54528.51457,0
1118085044679,10.95,0.05,247.66975,18.36654,54528.52117,0
1118085044679,10.57,0.05,247.66979,18.36662,54537.47848,0
1118085044679,10.55,0.05,247.66978,18.36670,54537.48391,0
1118085044679,10.85,0.05,247.66977,18.36671,54600.38370,0
1118085044679,10.87,0.05,247.66979,18.36659,54600.39132,0
1118085044679,10.95,0.05,247.66975,18.36663,54601.32595,0
1118085044679,10.93,0.05,247.66979,18.36676,54601.33256,0
1118085044679,10.93,0.05,247.66976,18.36659,54601.33915,0
1118085044679,10.93,0.05,247.66976,18.36672,54601.34576,0
1118085044679,11.05,0.05,247.66971,18.36668,54864.55484,0
1118085044679,10.84,0.05,247.66976,18.36662,54876.52638,0
1118085044679,10.65,0.05,247.66973,18.36672,54876.53174,0
1118085044679,10.78,0.05,247.66979,18.36678,55042.22406,0
1118085044679,10.88,0.05,247.66985,18.36676,55042.22951,0
1118085044679,10.86,0.05,247.66992,18.36687,55042.23487,0
1118085044679,10.91,0.05,247.66990,18.36678,55042.24017,0
1118085044679,10.88,0.05,247.66976,18.36655,55004.31320,0
1118085044679,10.91,0.05,247.66979,18.36655,55004.31991,0
1118085044679,10.89,0.05,247.66975,18.36667,55004.32653,0
1118085044679,10.92,0.05,247.66979,18.36656,55004.33318,0
1118085044679,10.99,0.05,247.66975,18.36675,54891.51570,0
1118085044679,10.95,0.05,247.66982,18.36676,54954.33222,0
1118085044679,11.00,0.05,247.66974,18.36670,54954.35396,0
1118085044679,10.93,0.05,247.66983,18.36669,54955.28280,0
1118085044679,10.87,0.05,247.66987,18.36682,54955.28861,0
1118085044679,10.87,0.05,247.66979,18.36675,54955.29442,0
1118085044679,10.77,0.05,247.66985,18.36675,54955.30025,0
1118085044679,10.92,0.05,247.66975,18.36673,55119.08396,0
1118085044679,10.93,0.05,247.66977,18.36666,55119.08946,0
1118085044679,10.92,0.05,247.66980,18.36683,55119.09496,0
1118085044679,10.90,0.05,247.66978,18.36670,55119.10048,0
1118085044679,10.79,0.05,247.66986,18.36671,55098.10427,0
1118085044679,10.78,0.05,247.66981,18.36672,55098.10858,0
1118085044679,10.81,0.05,247.66980,18.36669,55098.11292,0
1118085044679,10.83,0.05,247.66985,18.36679,55098.11715,0
1118085044679,10.93,0.05,247.66976,18.36684,55293.46814,0
1118085044679,10.95,0.05,247.66979,18.36674,55293.47280,0
1118085044679,10.95,0.05,247.66983,18.36662,55293.47745,0
1118085044679,10.93,0.05,247.66980,18.36678,55293.48202,0
1118085044679,10.84,0.05,247.66973,18.36653,55382.25404,0
1118085044679,10.89,0.05,247.66977,18.36672,55382.26265,0
1118085044679,10.89,0.05,247.66981,18.36661,55382.27130,0
1118085044679,10.90,0.05,247.66980,18.36666,55382.27990,0
1118085044679,10.48,0.05,247.66983,18.36677,55355.29518,0
1118085044679,10.48,0.05,247.66987,18.36679,55355.29968,0
1118085044679,10.52,0.05,247.66980,18.36682,55355.30425,0
1118085044679,10.51,0.05,247.66981,18.36678,55355.30877,0
1118085044679,10.98,0.05,247.66975,18.36663,55368.20050,0
1118085044679,10.91,0.05,247.66977,18.36669,55368.20612,0
1118085044679,10.96,0.05,247.66981,18.36653,55368.21187,0
1118085044679,10.91,0.05,247.66978,18.36675,55368.21765,0
1118085044679,10.95,0.05,247.66975,18.36667,55325.38591,0
1118085044679,10.96,0.05,247.66976,18.36669,55325.39342,0
1118085044679,10.91,0.05,247.66972,18.36671,55325.40091,0
1118085044679,10.92,0.05,247.66974,18.36655,55325.40838,0
1118085044679,10.97,0.05,247.66975,18.36679,55456.12780,0
1118085044679,10.94,0.05,247.66976,18.36675,55456.14267,0
1118085044679,10.96,0.05,247.66973,18.36681,55456.15012,0
1118085044679,10.68,0.05,247.66978,18.36666,55675.44734,0
1118085044679,10.67,0.05,247.66975,18.36669,55675.45348,0
1118085044679,10.69,0.05,247.66981,18.36670,55675.45961,0
1118085044679,10.70,0.05,247.66981,18.36669,55675.46572,0
1118085044679,10.93,0.05,247.66978,18.36662,55723.41550,0
1118085044679,10.89,0.05,247.66973,18.36652,55723.42292,0
1118085044679,10.89,0.05,247.66975,18.36664,55723.43050,0
1118085044679,10.95,0.05,247.66981,18.36659,55723.43805,0
1118085044679,10.90,0.05,247.66975,18.36667,55687.42992,0
1118085044679,10.91,0.05,247.66979,18.36661,55687.43674,0
1118085044679,10.91,0.05,247.66978,18.36653,55687.44359,0
1118085044679,10.88,0.05,247.66974,18.36661,55687.45040,0
1118085044679,11.05,0.05,247.66978,18.36670,54954.36614,0
1118085044679,10.79,0.05,247.66975,18.36674,54954.38808,0
1118085044679,10.99,0.05,247.66971,18.36664,55834.10037,0
1118085044679,11.02,0.05,247.66967,18.36677,55834.10544,0
1118085044679,11.03,0.05,247.66968,18.36672,55834.11062,0
1118085044679,11.04,0.05,247.66973,18.36685,55834.11582,0
1118085044679,10.92,0.05,247.66968,18.36664,56008.43751,0
1118085044679,10.89,0.05,247.66973,18.36675,56008.44497,0
1118085044679,10.89,0.05,247.66970,18.36684,56008.45241,0
1118085044679,10.90,0.05,247.66972,18.36672,56008.45980,0
1118085044679,10.95,0.05,247.66973,18.36665,56038.44348,0
1118085044679,10.92,0.05,247.66969,18.36659,56038.44908,0
1118085044679,10.95,0.05,247.66972,18.36672,56038.45470,0
1118085044679,10.93,0.05,247.66969,18.36678,56038.46036,0
1118085044679,10.98,0.05,247.66977,18.36671,56210.10644,0
1118085044679,10.98,0.05,247.66976,18.36660,56210.11210,0
1118085044679,11.01,0.05,247.66974,18.36663,56210.11778,0
1118085044679,11.01,0.05,247.66975,18.36666,56210.12339,0
1118085044679,10.82,0.05,247.66961,18.36664,56358.51212,0
1118085044679,10.83,0.05,247.66963,18.36649,56358.51956,0
1118085044679,10.90,0.05,247.66968,18.36669,56374.47097,0
1118085044679,10.89,0.05,247.66968,18.36676,56374.47774,0
1118085044679,10.91,0.05,247.66967,18.36655,56374.48460,0
1118085044679,10.93,0.05,247.66967,18.36674,56374.49149,0
1118085044679,11.00,0.05,247.66964,18.36678,56401.43158,0
1118085044679,10.99,0.05,247.66967,18.36665,56401.43718,0
1118085044679,10.92,0.05,247.66965,18.36666,56401.44286,0
1118085044679,10.94,0.05,247.66964,18.36680,56401.44851,0
1118085044679,10.85,0.05,247.66978,18.36673,56415.45417,0
1118085044679,10.80,0.05,247.66978,18.36680,56415.46092,0
1118085044679,10.87,0.05,247.66980,18.36672,56415.46780,0
1118085044679,10.86,0.05,247.66975,18.36676,56415.47468,0
1118085044679,10.90,0.05,247.66968,18.36665,56443.36276,0
1118085044679,10.97,0.05,247.66969,18.36685,56443.36953,0
1118085044679,10.98,0.05,247.66969,18.36670,56443.37634,0
1118085044679,11.02,0.05,247.66972,18.36661,56443.38315,0
1118085044679,10.67,0.05,247.66973,18.36666,56514.19850,0
1118085044679,10.61,0.05,247.66967,18.36652,56514.20403,0
1118085044679,10.71,0.05,247.66978,18.36665,56514.20997,0
1118085044679,10.68,0.05,247.66975,18.36649,56514.21564,0
