obsmjd,mag_autocorr,magerr_auto,oid,ra,dec,fid,transient_flag,astrometricrms,nobs,ngoodobs,nbestobs,referencemag,referencemagerr,medianmag,bestmedianmag,meanmag,bestmeanmag,magrms,bestmagrms,sid,s_ra,s_dec,ptffield,ccdid,hmjd,nid,mag_auto,limitmag,absphotzp,fwhmsex,fwhm_image,qaflags,flags,photcalflag,goodflag,pid,dist,angle
56402.5020372,10.721,0.043000000000000000,35952105000479,247.66984200000000,18.367025000000000,2,1,null,176,0,0,null,null,null,null,null,null,null,null,15858482003468,247.66983300000000,18.367102000000000,3595,10,56402.505847200000,1477,10.639000000000000,21.113,27.577000000000000,2.75,22.07,0,29491204,1,1,15858482,0.90832600000000000,320.72887600000000
55410.1956572,11.268,0.216000000000000000,35952105000479,247.66984200000000,18.367025000000000,2,1,null,176,0,0,null,null,null,null,null,null,null,null,11105063002425,247.66987600000000,18.366989000000000,3595,10,55410.197237200000,509,11.593000000000000,20.937,27.215000000000000,1.95,12.94,0,16908292,0,1,11105063,0.90832600000000000,320.72887600000000
55465.1139072,11.406,0.031000000000000000,35952105000479,247.66984200000000,18.367025000000000,2,1,null,176,0,0,null,null,null,null,null,null,null,null,11071767003227,247.66989700000000,18.366991000000000,3595,10,55465.111557200000,563,11.439000000000000,21.026,27.631000000000000,1.95,16.57,0,29491204,0,1,11071767,0.90832600000000000,320.72887600000000
55465.1578272,11.451,0.031000000000000000,35952105000479,247.66984200000000,18.367025000000000,2,1,null,176,0,0,null,null,null,null,null,null,null,null,11071675002857,247.66987200000000,18.366993000000000,3595,10,55465.155467200000,563,11.458000000000000,20.706,27.577000000000000,2.15,15.98,0,29491204,0,1,11071675,0.90832600000000000,320.72887600000000
56818.2518772,10.876,0.021000000000000000,35952105000479,247.66984200000000,18.367025000000000,2,1,null,176,0,0,null,null,null,null,null,null,null,null,21965001003065,247.66981600000000,18.367058000000000,3595,10,56818.256057200000,1887,10.883000000000000,21.087,27.655000000000000,1.55,22.25,0,29491204,0,1,21965001,0.90832600000000000,320.72887600000000
56819.2835972,11.211,0.029000000000000000,35952105000479,247.66984200000000,18.367025000000000,2,1,null,176,0,0,null,null,null,null,null,null,null,null,21958588002571,247.66980000000000,18.367032000000000,3595,10,56819.287757200000,1888,11.202000000000000,20.531,27.656000000000000,2.35,18.17,0,29491204,0,1,21958588,0.90832600000000000,320.72887600000000
56819.2576972,11.136,0.029000000000000000,35952105000479,247.66984200000000,18.367025000000000,2,1,null,176,0,0,null,null,null,null,null,null,null,null,21958571002579,247.66982000000000,18.367060000000000,3595,10,56819.261857200000,1888,11.126000000000000,20.515,27.654000000000000,2.45,18.93,0,29491204,0,1,21958571,0.90832600000000000,320.72887600000000
56821.2741872,11.452,0.025000000000000000,35952105000479,247.66984200000000,18.367025000000000,2,1,null,176,0,0,null,null,null,null,null,null,null,null,21927560002376,247.66983100000000,18.367070000000000,3595,10,56821.278297200000,1890,11.452000000000000,20.349,27.677000000000000,2.25,16.49,0,29491204,0,1,21927560,0.90832600000000000,320.72887600000000
56821.2487872,11.432,0.025000000000000000,35952105000479,247.66984200000000,18.367025000000000,2,1,null,176,0,0,null,null,null,null,null,null,null,null,21927544002308,247.66981900000000,18.367064000000000,3595,10,56821.252887200000,1890,11.435000000000000,20.335,27.675000000000000,2.25,16.84,0,29491204,0,1,21927544,0.90832600000000000,320.72887600000000
56822.2751072,11.311,0.026000000000000000,35952105000479,247.66984200000000,18.367025000000000,2,1,null,176,0,0,null,null,null,null,null,null,null,null,21920868002755,247.66982500000000,18.367035000000000,3595,10,56822.279187200000,1891,11.312000000000000,20.687,27.684000000000000,2.25,17.65,0,29491204,0,1,21920868,0.90832600000000000,320.72887600000000
